Filename	Segment	posemo	negemo	reward	risk	focuspast	focuspresent	focusfuture
allText440.txt	1	3,70	0,44	1,33	0,44	1,18	6,95	3,11
allText441.txt	1	3,38	0,32	2,25	0,32	0,64	9,34	2,90
allText442.txt	1	6,24	0,84	3,37	0,67	1,52	10,62	2,53
allText443.txt	1	2,50	0,31	1,56	0,31	0,94	10,62	3,12
allText444.txt	1	4,85	2,42	1,21	1,21	2,42	10,30	1,21
allText445.txt	1	2,38	0,30	1,37	0,24	4,17	6,31	0,66
allText446.txt	1	4,60	0,92	2,02	0,74	3,68	10,66	1,29
allText447.txt	1	5,34	0,30	2,08	0,30	0,30	11,87	3,26
allText448.txt	1	5,06	0,81	2,07	0,81	1,38	9,21	2,19
allText449.txt	1	4,71	0,88	2,06	0,59	1,18	9,41	2,35
allText45.txt	1	3,52	1,51	0,50	1,01	0,50	8,04	1,51
allText450.txt	1	4,93	0,90	0,00	0,45	0,90	6,73	1,79
allText451.txt	1	8,11	0,54	4,86	0,54	3,24	14,59	1,62
allText452.txt	1	3,61	1,90	1,90	1,33	1,90	7,97	1,90
allText453.txt	1	3,68	1,47	0,00	1,47	0,00	13,97	1,47
allText454.txt	1	4,39	0,88	1,75	0,58	1,46	11,70	3,51
allText455.txt	1	4,27	1,28	3,85	1,28	0,43	15,81	0,00
allText456.txt	1	5,43	2,17	1,09	1,09	0,00	6,52	3,26
allText457.txt	1	4,42	1,18	0,29	0,59	2,06	7,08	3,83
allText458.txt	1	6,78	0,42	0,42	0,42	0,85	11,44	0,00
allText459.txt	1	4,17	4,17	0,00	5,56	1,39	22,22	1,39
allText46.txt	1	1,48	1,48	0,00	1,48	5,19	6,67	2,22
allText460.txt	1	1,63	1,09	1,63	0,00	0,54	5,98	0,54
allText461.txt	1	4,15	0,92	2,07	0,69	1,38	10,37	3,00
allText462.txt	1	4,42	1,77	3,54	1,33	1,77	9,29	1,77
allText463.txt	1	5,86	0,42	1,67	0,84	0,42	10,46	2,09
allText464.txt	1	4,58	0,76	1,78	1,02	2,54	10,94	1,91
allText465.txt	1	4,31	2,78	1,67	0,56	1,39	10,14	2,36
allText466.txt	1	3,66	1,02	1,32	0,73	1,32	10,54	2,49
allText467.txt	1	6,75	1,91	1,91	0,15	0,88	9,99	1,03
allText468.txt	1	4,35	1,96	1,45	0,51	2,39	9,98	1,37
allText469.txt	1	4,24	2,12	2,12	0,85	2,97	9,75	1,48
allText47.txt	1	5,69	2,16	0,98	0,59	2,16	8,82	1,76
allText470.txt	1	4,66	1,23	1,51	0,41	1,23	12,05	0,82
allText471.txt	1	3,11	1,64	3,11	0,98	1,64	12,44	4,09
allText472.txt	1	1,82	2,08	0,00	0,26	2,60	7,81	3,91
allText473.txt	1	2,87	2,87	2,87	0,00	0,57	9,77	0,57
allText474.txt	1	2,40	0,40	1,40	0,40	0,80	10,38	5,19
allText475.txt	1	5,76	1,54	1,13	0,72	3,29	12,02	0,72
allText476.txt	1	2,65	0,00	1,99	0,00	0,00	11,26	4,64
allText477.txt	1	3,87	1,29	0,65	1,94	0,00	10,97	0,65
allText478.txt	1	3,79	3,41	0,76	1,14	3,41	9,09	3,03
allText479.txt	1	5,87	1,71	1,47	1,22	0,73	12,47	3,91
allText48.txt	1	5,05	0,53	1,60	0,53	1,33	14,63	2,39
allText480.txt	1	4,64	1,27	2,11	0,84	0,00	10,55	2,95
allText481.txt	1	3,29	2,31	0,66	0,66	0,82	2,64	0,99
allText482.txt	1	4,97	1,24	1,66	0,83	0,83	10,56	1,45
allText483.txt	1	5,28	2,44	2,44	1,63	3,66	10,98	1,22
allText484.txt	1	2,89	0,32	0,96	0,64	1,29	8,36	3,22
allText485.txt	1	4,93	1,42	2,62	0,94	1,78	10,01	2,10
allText486.txt	1	3,80	2,64	0,66	1,16	2,98	9,26	0,83
allText487.txt	1	3,75	0,80	1,56	0,31	2,73	6,17	1,12
allText488.txt	1	3,55	7,10	2,96	3,55	2,96	7,10	1,18
allText489.txt	1	3,19	1,60	1,86	0,27	2,93	15,16	2,39
allText49.txt	1	3,48	0,63	0,95	0,63	3,80	9,18	4,11
allText490.txt	1	1,41	1,41	0,47	0,94	1,41	7,04	2,35
allText491.txt	1	3,15	2,63	1,18	1,05	2,89	5,12	1,18
allText492.txt	1	1,94	0,88	1,23	0,70	1,76	13,73	1,76
allText493.txt	1	1,39	0,54	0,61	0,21	1,11	2,79	0,68
allText494.txt	1	3,81	2,03	1,52	1,52	4,57	14,72	1,52
allText495.txt	1	3,42	4,11	2,74	1,37	2,74	14,38	1,37
allText496.txt	1	6,79	1,07	0,71	0,36	0,36	14,64	1,07
allText497.txt	1	3,43	3,43	0,00	1,71	4,00	10,86	1,14
allText498.txt	1	2,68	2,68	0,77	0,38	0,38	13,79	2,30
allText499.txt	1	2,64	1,42	2,64	0,41	1,42	13,62	1,63
allText5.txt	1	3,23	1,47	1,17	1,17	1,27	10,07	2,93
allText50.txt	1	2,50	1,25	3,12	2,50	2,50	5,62	4,38
allText500.txt	1	3,76	1,88	2,63	1,88	3,38	15,41	0,38
allText501.txt	1	5,68	0,00	1,14	1,14	1,14	11,36	0,00
allText502.txt	1	0,00	6,45	3,23	0,00	3,23	11,29	0,00
allText503.txt	1	4,55	0,49	1,62	0,49	0,65	9,09	2,27
allText504.txt	1	2,58	0,00	0,00	0,65	0,00	13,55	1,94
allText505.txt	1	7,13	0,27	1,37	0,27	2,06	9,47	1,51
allText506.txt	1	5,01	1,59	0,68	0,68	2,28	8,43	0,91
allText507.txt	1	3,98	1,53	2,14	0,76	4,13	8,56	1,07
allText508.txt	1	4,84	0,47	1,33	0,00	0,38	7,22	1,52
allText509.txt	1	2,14	0,84	1,60	0,23	3,36	8,10	1,68
allText51.txt	1	4,11	0,63	1,58	0,63	1,90	7,91	2,53
allText510.txt	1	7,38	1,01	1,34	0,34	3,02	8,05	4,70
allText511.txt	1	1,96	1,96	0,00	1,96	1,96	15,69	0,00
allText512.txt	1	5,38	0,77	1,15	1,92	0,77	10,77	0,77
allText513.txt	1	4,80	1,09	0,87	0,87	0,66	8,95	1,75
allText514.txt	1	4,61	1,29	1,29	0,74	1,11	12,18	0,92
allText515.txt	1	3,47	0,35	1,39	0,00	0,00	10,07	0,69
allText516.txt	1	3,02	0,46	1,39	0,23	0,46	8,35	2,32
allText517.txt	1	4,66	1,86	1,55	0,62	1,24	9,01	1,86
allText518.txt	1	3,68	0,31	2,76	0,00	3,68	7,98	3,07
allText519.txt	1	4,00	2,67	2,33	1,67	0,33	9,67	0,67
allText52.txt	1	6,74	0,29	2,05	0,29	2,35	9,97	1,47
allText520.txt	1	2,05	0,46	0,91	0,68	2,96	7,97	2,28
allText521.txt	1	3,75	1,31	0,94	0,75	2,44	9,38	2,44
allText522.txt	1	4,19	2,43	2,54	0,22	1,32	7,73	2,21
allText523.txt	1	1,86	0,47	0,93	0,00	0,47	7,44	2,33
allText524.txt	1	4,25	1,28	0,74	0,64	0,64	7,65	1,59
allText525.txt	1	1,93	1,25	0,23	0,34	1,47	5,32	0,79
allText526.txt	1	4,16	0,46	1,27	0,46	1,85	10,62	2,31
allText527.txt	1	5,41	2,70	1,08	0,00	0,00	12,43	3,78
allText528.txt	1	3,82	2,29	2,29	2,29	2,29	16,03	5,34
allText529.txt	1	4,20	0,57	0,76	1,34	3,82	9,35	1,34
allText53.txt	1	2,13	0,85	2,98	0,43	2,13	11,49	1,70
allText530.txt	1	4,42	1,33	2,06	0,29	2,80	7,96	1,92
allText531.txt	1	2,35	0,84	0,50	0,67	2,18	7,37	0,84
allText532.txt	1	4,97	0,67	1,43	0,38	2,87	10,04	0,76
allText533.txt	1	5,20	2,74	1,42	0,47	3,03	11,35	1,04
allText534.txt	1	4,52	1,51	0,50	1,51	1,01	12,56	1,51
allText535.txt	1	2,38	1,91	1,43	0,38	2,10	6,96	1,33
allText536.txt	1	5,51	0,83	1,38	0,28	1,93	12,12	1,38
allText537.txt	1	7,79	1,39	1,39	0,56	1,53	8,07	2,92
allText538.txt	1	7,98	0,94	2,82	0,47	0,47	10,80	1,88
allText539.txt	1	3,87	0,77	1,81	0,13	2,58	8,90	1,68
allText54.txt	1	4,19	1,05	1,05	1,05	0,00	7,33	2,62
allText540.txt	1	3,33	0,74	1,48	0,00	1,11	8,89	0,74
allText541.txt	1	3,32	1,75	2,10	0,35	5,42	9,62	1,71
allText542.txt	1	5,12	1,25	2,12	0,87	2,00	11,11	1,75
allText543.txt	1	3,36	1,48	1,21	0,94	2,28	10,08	0,81
allText544.txt	1	5,07	1,69	0,56	0,56	0,85	11,55	2,54
allText545.txt	1	4,58	2,54	0,51	1,02	1,86	7,80	1,02
allText546.txt	1	6,07	1,13	1,44	0,50	2,00	7,69	1,63
allText547.txt	1	3,36	1,40	2,24	1,12	2,52	12,32	1,96
allText548.txt	1	5,41	2,36	3,72	0,34	1,35	12,16	1,18
allText549.txt	1	3,45	0,73	1,63	0,36	2,36	8,17	2,54
allText55.txt	1	7,38	0,82	1,64	1,64	1,64	9,02	3,28
allText550.txt	1	2,46	1,33	1,73	0,80	3,39	9,71	1,66
allText551.txt	1	1,55	1,19	0,60	0,36	2,26	10,01	0,95
allText552.txt	1	6,15	1,87	1,20	0,94	2,67	7,75	1,74
allText553.txt	1	3,57	7,14	3,57	3,57	0,00	10,71	0,00
allText554.txt	1	6,71	1,26	3,25	1,26	1,68	9,54	1,68
allText555.txt	1	5,75	4,21	1,92	0,38	1,92	10,34	2,30
allText556.txt	1	4,90	0,86	1,44	0,29	2,31	10,95	2,31
allText557.txt	1	4,79	0,83	1,93	0,55	3,22	9,76	1,66
allText558.txt	1	5,15	3,00	1,29	0,43	0,86	9,44	2,58
allText559.txt	1	2,72	0,74	0,99	0,50	1,61	7,43	2,60
allText56.txt	1	2,74	0,34	0,69	0,69	2,06	4,63	1,54
allText560.txt	1	3,94	2,60	1,74	0,40	1,80	6,28	0,67
allText561.txt	1	3,95	1,97	1,34	0,55	1,11	7,50	1,18
allText562.txt	1	5,49	2,93	1,10	0,73	1,10	11,72	2,93
allText563.txt	1	4,87	1,39	1,86	0,15	3,09	8,20	1,55
allText564.txt	1	6,62	0,99	2,65	0,99	1,66	10,93	2,65
allText565.txt	1	4,18	1,39	1,94	0,72	1,86	12,17	1,39
allText566.txt	1	5,29	2,12	0,00	0,00	0,00	13,23	3,17
allText567.txt	1	2,10	0,70	1,40	0,00	1,40	10,49	3,50
allText568.txt	1	4,80	1,60	0,80	1,60	0,80	6,40	0,80
allText569.txt	1	3,11	1,29	1,56	0,61	2,71	9,61	1,08
allText57.txt	1	4,02	0,85	1,90	0,63	2,33	12,68	2,96
allText570.txt	1	3,09	0,58	1,88	0,24	1,06	8,63	1,88
allText571.txt	1	3,25	3,25	1,75	0,08	4,29	4,84	0,71
allText572.txt	1	4,86	1,30	2,01	0,83	1,30	10,78	1,07
allText573.txt	1	5,50	0,50	2,53	0,20	1,93	9,91	1,04
allText574.txt	1	3,43	0,23	0,69	0,23	2,75	11,21	2,75
allText575.txt	1	2,19	0,00	0,55	0,55	2,19	7,65	2,19
allText576.txt	1	3,54	1,18	2,20	0,16	2,20	10,63	1,42
allText577.txt	1	3,31	0,95	2,19	0,53	1,83	8,57	1,24
allText578.txt	1	4,46	1,32	1,65	0,58	2,31	8,75	1,40
allText579.txt	1	3,54	0,67	2,02	0,25	2,36	9,11	1,43
allText58.txt	1	7,91	0,32	4,11	0,63	1,90	8,23	2,53
allText580.txt	1	3,06	1,02	1,02	1,02	5,10	13,27	1,02
allText581.txt	1	5,44	3,13	1,65	0,99	0,66	16,64	2,31
allText582.txt	1	0,72	1,44	0,00	1,44	0,00	0,72	0,00
allText583.txt	1	3,20	0,93	2,14	0,50	1,28	12,53	2,63
allText584.txt	1	8,26	0,83	0,83	0,83	0,00	14,05	4,13
allText585.txt	1	3,20	1,21	1,43	1,10	2,10	11,48	2,32
allText586.txt	1	1,84	0,52	0,79	0,26	3,94	11,55	0,52
allText587.txt	1	4,18	2,44	2,09	3,48	0,70	9,06	3,83
allText588.txt	1	3,59	1,35	2,69	1,79	0,90	9,87	2,69
allText589.txt	1	8,74	0,65	1,29	0,97	1,62	14,56	2,27
allText59.txt	1	2,84	0,53	1,42	0,53	3,37	9,06	1,24
allText590.txt	1	1,49	1,19	2,08	0,89	2,38	15,48	3,57
allText591.txt	1	3,72	0,74	2,70	0,56	1,30	10,70	1,86
allText592.txt	1	3,98	0,40	2,66	0,40	1,99	6,91	1,20
allText593.txt	1	3,61	1,20	1,20	1,20	3,01	7,83	1,81
allText594.txt	1	5,19	0,65	2,60	0,65	5,84	6,49	0,00
allText595.txt	1	3,24	0,49	1,62	0,81	2,11	13,45	1,46
allText596.txt	1	3,37	1,97	2,53	1,12	1,40	17,98	3,65
allText597.txt	1	5,42	0,99	2,46	1,48	0,49	15,76	2,96
allText598.txt	1	2,59	0,93	1,85	0,74	0,74	8,70	2,04
allText599.txt	1	9,86	1,06	2,82	0,70	0,70	9,86	3,52
allText6.txt	1	3,40	1,85	0,93	1,54	1,23	12,96	0,62
allText60.txt	1	3,05	0,91	0,00	0,91	0,30	9,76	3,05
allText600.txt	1	2,16	1,23	0,62	0,62	1,54	12,35	4,32
allText601.txt	1	3,22	1,02	1,17	0,29	1,61	10,67	1,17
allText602.txt	1	3,20	1,54	1,28	0,38	2,43	8,32	1,41
allText603.txt	1	5,69	0,43	2,13	0,14	2,42	12,23	1,28
allText604.txt	1	7,14	2,38	2,38	2,38	2,38	16,67	0,00
allText605.txt	1	3,34	1,00	1,17	0,50	1,17	9,36	1,84
allText606.txt	1	2,13	1,42	0,35	0,35	0,35	3,19	5,32
allText607.txt	1	4,26	5,11	0,85	2,55	5,11	11,06	4,26
allText608.txt	1	3,45	0,93	1,06	0,66	0,66	12,88	3,85
allText609.txt	1	3,99	0,53	1,06	0,45	0,53	5,58	2,56
allText61.txt	1	3,42	0,57	2,28	0,28	0,28	9,69	3,99
allText610.txt	1	6,93	0,18	3,01	0,09	2,73	10,67	1,28
allText611.txt	1	6,15	0,37	1,49	0,33	2,28	12,94	0,88
allText612.txt	1	3,32	0,71	1,66	1,18	0,95	11,37	2,13
allText613.txt	1	3,86	0,86	0,86	0,86	2,15	7,73	2,58
allText614.txt	1	5,08	0,27	2,37	0,20	1,29	12,67	1,42
allText615.txt	1	4,74	0,54	1,89	0,54	1,62	11,23	2,17
allText616.txt	1	0,69	1,38	0,00	1,38	0,00	0,69	0,00
allText617.txt	1	2,31	2,31	1,54	1,54	0,77	10,00	0,00
allText618.txt	1	7,89	0,72	3,23	0,72	0,72	13,98	2,15
allText619.txt	1	4,29	0,65	1,71	0,53	1,53	10,71	1,53
allText62.txt	1	4,52	1,45	1,77	0,65	0,97	11,13	5,00
allText620.txt	1	4,33	0,48	1,61	1,28	0,48	9,79	1,28
allText621.txt	1	2,52	0,78	2,91	0,39	3,30	9,51	1,55
allText622.txt	1	3,34	0,89	1,56	0,67	3,34	13,14	1,78
allText623.txt	1	4,68	0,57	1,23	0,33	1,15	10,42	1,64
allText624.txt	1	6,54	1,36	2,32	0,95	0,00	6,40	1,09
allText625.txt	1	4,53	0,67	1,51	0,50	3,36	10,07	3,19
allText626.txt	1	4,56	0,57	2,96	0,46	2,85	10,02	1,71
allText627.txt	1	3,12	1,34	2,23	1,56	2,12	9,14	2,56
allText628.txt	1	4,18	1,49	0,60	0,90	1,79	8,06	1,79
allText629.txt	1	1,79	1,14	0,16	0,81	3,57	10,23	1,62
allText63.txt	1	2,92	1,46	1,46	0,73	1,09	11,68	2,55
allText630.txt	1	4,62	0,77	0,77	0,77	1,54	10,00	3,08
allText631.txt	1	5,93	0,79	1,78	0,59	0,79	12,25	1,38
allText632.txt	1	7,60	0,68	1,01	0,68	1,52	11,99	3,38
allText633.txt	1	4,23	0,85	1,27	1,06	0,63	12,90	1,90
allText634.txt	1	3,10	0,73	0,55	0,36	1,64	12,96	1,28
allText635.txt	1	5,61	0,70	1,75	0,35	0,35	8,42	0,70
allText636.txt	1	2,55	0,36	0,73	0,73	1,46	14,96	5,84
allText637.txt	1	2,82	0,40	0,81	0,40	0,00	3,23	1,21
allText638.txt	1	3,66	0,71	0,89	0,27	1,61	13,85	1,88
allText639.txt	1	3,04	0,51	1,27	1,77	5,57	5,32	2,53
allText64.txt	1	5,05	0,46	1,83	0,46	2,75	8,26	0,46
allText640.txt	1	3,99	0,89	1,77	0,22	2,55	10,08	1,88
allText641.txt	1	5,13	1,47	1,10	1,10	1,47	9,89	1,10
allText642.txt	1	5,68	0,55	1,64	1,42	0,98	9,84	0,55
allText643.txt	1	2,44	3,16	0,42	0,80	1,41	9,57	0,99
allText644.txt	1	4,20	0,93	1,24	0,78	2,33	11,82	2,18
allText645.txt	1	3,17	1,31	1,42	1,20	3,06	6,78	0,87
allText646.txt	1	2,47	0,64	1,72	0,86	3,22	9,33	0,64
allText647.txt	1	4,13	0,47	0,74	1,69	1,22	9,14	1,56
allText648.txt	1	1,72	0,69	0,69	0,17	2,24	7,93	2,59
allText649.txt	1	2,66	0,10	1,23	0,10	1,64	8,18	1,33
allText65.txt	1	5,22	0,87	2,17	0,43	4,35	9,57	1,74
allText650.txt	1	4,03	1,34	1,52	0,88	2,40	11,34	1,17
allText651.txt	1	4,34	1,15	0,89	0,38	2,30	9,07	1,66
allText652.txt	1	2,87	1,72	2,30	1,72	0,57	12,64	3,45
allText653.txt	1	1,45	0,48	0,00	0,48	1,45	9,66	2,90
allText654.txt	1	3,60	0,67	1,35	0,45	1,35	9,44	1,80
allText655.txt	1	5,40	0,51	2,31	1,03	1,29	12,08	2,83
allText656.txt	1	5,14	0,61	1,66	0,35	1,09	8,67	1,92
allText657.txt	1	3,79	1,26	1,26	1,26	2,84	7,26	0,32
allText658.txt	1	2,49	0,24	1,18	0,12	1,54	8,99	1,07
allText659.txt	1	3,22	0,60	1,71	0,25	2,16	9,05	1,46
allText66.txt	1	4,69	0,25	2,72	0,49	1,98	6,91	2,72
allText660.txt	1	3,74	0,88	0,95	0,73	0,95	9,38	0,59
allText661.txt	1	3,11	0,44	1,13	0,25	1,78	8,68	1,23
allText662.txt	1	3,72	0,73	1,46	0,15	1,02	7,94	1,17
allText663.txt	1	2,93	0,08	1,43	0,08	1,50	10,83	3,16
allText664.txt	1	2,55	0,87	1,67	0,58	2,91	10,12	1,31
allText665.txt	1	5,64	0,66	1,32	0,28	1,36	8,83	1,41
allText666.txt	1	3,18	0,24	1,05	0,20	2,82	7,32	1,33
allText667.txt	1	3,19	0,57	1,31	0,08	1,72	8,83	0,82
allText668.txt	1	4,34	0,45	1,27	0,36	1,27	9,32	0,81
allText669.txt	1	2,41	0,44	1,33	0,25	2,15	11,14	1,46
allText67.txt	1	5,08	0,63	3,81	0,63	1,27	14,92	2,54
allText670.txt	1	4,95	0,31	1,86	0,31	2,06	11,44	0,82
allText671.txt	1	5,26	0,78	1,17	1,17	0,88	7,89	1,07
allText672.txt	1	4,38	4,60	1,64	0,55	1,31	8,98	1,20
allText673.txt	1	3,91	0,77	1,10	0,53	1,06	8,38	1,26
allText674.txt	1	3,43	1,00	1,33	0,22	1,77	7,31	1,55
allText675.txt	1	3,41	0,17	1,31	0,06	1,88	10,76	0,63
allText676.txt	1	3,44	0,37	1,15	0,32	2,07	10,10	1,79
allText677.txt	1	4,53	1,16	1,91	0,65	1,91	6,20	1,16
allText678.txt	1	4,25	0,61	1,01	0,30	1,52	6,57	0,81
allText679.txt	1	1,67	1,43	1,43	0,95	3,81	11,19	1,90
allText68.txt	1	4,76	0,60	1,19	0,60	0,60	14,29	2,98
allText680.txt	1	0,29	0,39	0,78	0,10	0,10	0,19	0,10
allText681.txt	1	2,88	1,13	0,62	0,31	2,47	9,46	1,34
allText682.txt	1	2,56	1,54	1,03	1,03	2,22	9,91	1,54
allText683.txt	1	3,23	0,71	1,10	0,84	1,49	11,50	1,03
allText684.txt	1	4,25	0,78	1,01	0,45	0,95	9,44	1,90
allText685.txt	1	4,80	1,20	2,40	0,40	4,00	11,60	1,60
allText686.txt	1	4,07	0,57	1,07	0,86	2,36	7,79	0,57
allText687.txt	1	4,45	0,39	1,48	0,18	1,80	10,82	0,81
allText688.txt	1	3,31	0,22	1,10	0,66	0,66	8,17	0,88
allText689.txt	1	5,50	0,92	1,83	0,92	0,92	11,93	1,83
allText69.txt	1	3,38	1,07	1,25	0,89	2,31	8,36	3,02
allText690.txt	1	2,98	1,15	1,06	0,67	6,33	7,68	0,58
allText691.txt	1	6,03	4,31	4,31	4,31	0,86	12,07	3,45
allText692.txt	1	2,72	0,59	0,95	0,47	2,36	10,99	0,83
allText693.txt	1	1,43	1,43	1,43	1,43	2,86	11,43	3,57
allText694.txt	1	1,65	1,65	0,41	0,82	4,53	9,05	2,06
allText695.txt	1	2,96	0,85	0,63	0,21	2,11	8,46	1,27
allText696.txt	1	4,12	0,84	2,11	0,63	4,54	8,24	1,48
allText697.txt	1	4,08	0,82	1,26	1,09	1,12	9,90	1,23
allText698.txt	1	4,57	0,88	0,88	0,29	2,65	11,80	3,98
allText699.txt	1	4,36	1,39	1,98	2,57	1,98	12,08	1,19
allText7.txt	1	4,13	1,38	1,18	1,18	0,59	10,61	2,36
allText70.txt	1	4,25	1,42	2,36	1,89	1,42	13,21	3,30
allText700.txt	1	2,34	0,67	1,50	0,33	3,34	10,68	1,50
allText701.txt	1	4,27	0,95	0,95	0,95	1,18	13,51	1,66
allText702.txt	1	2,37	1,04	0,74	0,59	1,19	9,19	1,33
allText703.txt	1	3,10	2,01	1,24	2,71	2,17	10,37	1,08
allText704.txt	1	8,40	0,84	1,68	2,52	0,84	15,97	3,36
allText705.txt	1	4,07	1,41	1,88	4,54	0,63	9,70	0,16
allText706.txt	1	4,50	1,00	2,50	1,21	1,71	11,00	1,00
allText707.txt	1	2,49	0,60	1,06	1,21	1,44	10,05	1,06
allText708.txt	1	4,54	1,81	2,04	0,68	2,27	11,11	2,04
allText709.txt	1	2,56	1,92	1,28	1,28	3,85	14,74	0,00
allText71.txt	1	2,77	0,77	0,92	1,23	1,38	7,85	2,92
allText710.txt	1	2,52	1,68	1,68	0,84	0,42	11,76	2,10
allText711.txt	1	2,25	0,22	0,69	0,22	0,58	4,32	0,91
allText712.txt	1	5,26	3,06	1,19	4,07	1,19	5,60	0,17
allText713.txt	1	2,88	0,42	1,30	0,38	2,42	9,69	1,71
allText714.txt	1	3,77	1,99	1,44	1,55	2,88	11,74	1,77
allText715.txt	1	1,10	0,55	0,55	0,55	0,00	6,04	0,55
allText716.txt	1	1,93	1,20	1,30	0,57	1,33	7,68	1,66
allText717.txt	1	2,60	0,37	1,12	0,37	0,93	9,85	1,58
allText718.txt	1	2,53	1,26	1,11	0,71	1,11	6,56	0,87
allText719.txt	1	4,70	0,20	1,93	0,59	2,13	8,02	0,84
allText72.txt	1	3,49	1,31	1,31	1,75	2,62	7,42	4,37
allText720.txt	1	3,70	0,54	2,04	0,54	2,47	11,21	1,50
allText721.txt	1	6,65	0,86	2,36	0,64	2,15	10,16	1,57
allText722.txt	1	3,30	0,57	0,57	0,72	2,15	9,33	1,00
allText723.txt	1	2,73	1,29	1,85	0,48	2,17	12,78	0,96
allText724.txt	1	3,10	1,29	1,68	0,65	2,06	7,74	1,68
allText725.txt	1	2,16	0,47	1,06	0,43	1,46	8,30	1,34
allText726.txt	1	4,25	0,94	0,47	0,47	1,89	8,02	0,47
allText727.txt	1	3,51	1,38	1,38	1,00	2,38	9,28	1,13
allText728.txt	1	3,07	0,68	0,90	0,24	1,52	9,35	0,65
allText729.txt	1	3,23	0,62	1,24	0,50	1,45	8,94	0,83
allText73.txt	1	2,43	0,81	3,24	0,40	3,24	9,31	3,64
allText730.txt	1	4,42	0,31	1,23	0,31	2,26	6,28	0,82
allText731.txt	1	3,54	0,57	1,56	0,28	2,69	7,21	0,42
allText732.txt	1	4,48	0,48	1,90	0,29	1,05	8,48	0,86
allText733.txt	1	3,45	0,30	0,95	0,45	1,05	8,01	1,10
allText734.txt	1	2,55	2,37	0,91	2,73	2,73	9,65	1,28
allText735.txt	1	6,29	0,49	1,96	0,20	1,87	9,92	0,98
allText736.txt	1	3,48	0,83	1,59	0,60	3,10	9,37	0,68
allText737.txt	1	4,22	0,75	1,31	0,23	1,55	9,43	0,89
allText738.txt	1	4,92	0,84	0,96	0,72	1,32	9,24	1,92
allText739.txt	1	3,74	1,29	1,03	1,16	1,29	12,24	1,03
allText74.txt	1	4,63	0,43	1,72	0,11	1,40	13,13	2,26
allText740.txt	1	4,40	0,35	1,81	0,52	1,55	8,12	1,12
allText741.txt	1	3,64	1,27	2,20	0,52	0,69	9,65	1,21
allText742.txt	1	2,24	0,63	1,17	0,34	1,85	6,67	0,54
allText743.txt	1	3,30	0,49	1,46	0,78	2,62	9,91	1,07
allText744.txt	1	3,77	0,47	2,04	0,47	2,20	12,40	1,10
allText745.txt	1	6,32	1,07	1,71	0,75	2,68	11,24	1,93
allText746.txt	1	3,11	1,73	2,42	1,38	2,08	9,34	1,04
allText747.txt	1	5,30	0,21	2,67	0,10	1,15	6,66	2,20
allText748.txt	1	4,55	3,84	5,61	0,57	0,85	10,66	2,13
allText749.txt	1	2,40	0,53	1,33	0,27	4,40	5,33	1,47
allText75.txt	1	2,74	1,74	1,24	1,74	1,24	14,18	3,48
allText750.txt	1	5,08	0,85	3,39	0,85	2,12	8,47	1,69
allText751.txt	1	5,17	1,68	2,79	1,33	0,77	9,22	1,61
allText752.txt	1	4,30	1,08	2,69	1,61	0,54	10,22	4,30
allText753.txt	1	2,36	0,27	1,22	0,34	2,91	6,22	0,81
allText754.txt	1	4,01	0,87	0,70	0,87	0,52	8,38	0,70
allText755.txt	1	4,04	0,50	1,19	0,27	1,59	7,42	0,60
allText756.txt	1	4,29	1,57	1,14	0,72	2,29	7,30	1,00
allText757.txt	1	4,22	1,56	1,78	1,00	3,89	9,56	0,89
allText758.txt	1	3,17	2,87	1,21	4,08	0,60	9,21	1,13
allText759.txt	1	2,65	0,49	1,86	0,39	1,08	9,41	2,25
allText76.txt	1	4,75	2,30	1,69	0,92	1,07	10,43	1,07
allText760.txt	1	6,36	0,82	2,71	0,59	1,41	10,25	2,94
allText761.txt	1	3,56	1,19	0,40	0,40	1,19	9,09	3,56
allText762.txt	1	4,71	1,01	0,67	0,67	1,01	7,07	0,34
allText763.txt	1	3,65	0,52	1,56	0,52	1,04	8,33	0,52
allText764.txt	1	4,52	0,71	2,38	0,48	3,33	13,10	0,95
allText765.txt	1	1,64	1,15	2,29	0,98	1,15	8,02	0,65
allText766.txt	1	4,13	0,36	2,15	0,18	1,44	6,28	1,44
allText767.txt	1	5,66	0,87	2,61	0,22	3,37	10,99	1,31
allText768.txt	1	2,75	0,82	0,82	1,10	1,65	9,34	4,12
allText769.txt	1	2,69	1,56	1,56	1,13	0,99	10,91	2,41
allText77.txt	1	3,61	1,51	2,41	0,60	2,71	9,94	0,90
allText770.txt	1	2,49	0,83	1,93	0,55	3,04	11,05	3,04
allText771.txt	1	1,98	0,12	0,62	0,12	0,74	6,32	0,87
allText772.txt	1	4,38	2,50	0,00	1,88	0,62	10,00	3,75
allText773.txt	1	3,14	0,43	1,08	0,22	3,14	13,42	1,62
allText774.txt	1	5,19	2,22	0,74	1,48	0,00	6,67	1,48
allText775.txt	1	2,17	0,72	1,81	0,72	1,09	8,33	4,71
allText776.txt	1	3,78	0,24	1,54	0,12	1,65	7,92	2,13
allText777.txt	1	8,36	1,24	2,48	0,93	0,31	11,76	1,86
allText778.txt	1	5,22	2,24	2,99	1,49	2,24	10,45	0,75
allText779.txt	1	3,45	1,15	3,83	0,19	2,11	10,34	2,68
allText78.txt	1	4,39	1,88	0,63	2,51	0,63	4,08	2,19
