Filename	Segment	posemo	negemo	reward	risk	focuspast	focuspresent	focusfuture
allText780.txt	1	2,81	0,40	0,40	1,61	2,01	7,23	2,01
allText781.txt	1	6,19	0,48	1,90	0,95	1,90	9,52	2,38
allText782.txt	1	4,24	1,69	0,85	1,69	1,69	11,02	1,69
allText783.txt	1	4,59	0,30	2,96	0,44	2,37	12,59	2,07
allText784.txt	1	2,35	0,94	2,35	0,94	0,47	10,80	1,41
allText785.txt	1	2,41	0,17	1,55	0,17	1,72	12,03	2,23
allText786.txt	1	0,63	1,27	0,63	0,63	1,90	9,49	1,90
allText787.txt	1	6,58	0,82	1,23	0,82	1,23	11,52	5,35
allText788.txt	1	4,85	0,75	1,49	0,75	2,24	7,84	0,75
allText789.txt	1	6,93	0,36	1,82	0,36	1,82	7,30	4,38
allText79.txt	1	4,40	0,73	1,47	1,47	1,83	11,36	3,30
allText790.txt	1	2,72	0,91	2,00	0,73	0,54	7,80	2,90
allText791.txt	1	1,42	0,71	0,00	0,71	0,00	0,71	0,00
allText792.txt	1	3,55	1,18	1,18	1,18	0,59	8,88	2,37
allText793.txt	1	1,36	0,91	1,36	0,45	0,00	0,45	0,91
allText794.txt	1	1,41	0,70	0,00	0,70	0,70	7,04	1,41
allText795.txt	1	3,22	0,15	1,90	0,15	0,29	6,87	2,34
allText796.txt	1	3,16	0,18	2,63	0,18	1,05	12,46	1,23
allText797.txt	1	3,49	0,52	0,00	0,52	0,17	8,90	5,06
allText798.txt	1	2,01	0,50	0,50	0,50	0,50	6,03	0,50
allText799.txt	1	11,11	1,67	0,56	0,56	1,11	13,89	0,56
allText8.txt	1	3,17	3,17	0,00	3,17	3,17	9,52	1,59
allText80.txt	1	4,35	1,74	0,87	2,61	0,87	8,70	0,00
allText800.txt	1	2,63	0,34	2,06	0,57	1,37	10,97	1,14
allText801.txt	1	3,12	3,12	0,00	1,56	2,34	12,50	2,34
allText802.txt	1	2,35	1,18	0,00	1,18	2,35	14,12	2,35
allText803.txt	1	2,95	0,29	1,97	0,20	1,28	10,52	0,69
allText804.txt	1	1,90	0,48	2,38	0,48	0,95	15,24	1,43
allText805.txt	1	4,76	1,59	2,54	0,63	0,32	13,65	1,90
allText806.txt	1	3,27	0,20	1,22	0,20	1,33	12,55	4,18
allText807.txt	1	2,91	0,31	0,92	0,31	1,23	8,59	3,99
allText808.txt	1	3,30	1,42	1,42	0,94	1,89	11,32	0,47
allText809.txt	1	6,19	1,24	0,62	1,03	3,30	12,16	1,44
allText81.txt	1	4,26	2,13	8,51	2,13	2,13	10,64	6,38
allText810.txt	1	5,56	0,69	0,00	0,69	0,69	13,19	1,39
allText811.txt	1	3,97	1,32	1,99	1,32	0,66	13,25	2,65
allText812.txt	1	6,74	2,07	2,07	0,52	3,63	11,92	2,59
allText813.txt	1	3,11	1,17	0,00	1,17	1,17	6,23	2,33
allText814.txt	1	1,32	0,99	0,66	1,32	2,30	7,57	1,97
allText815.txt	1	1,98	1,02	1,18	1,39	1,12	10,97	1,87
allText816.txt	1	5,24	1,81	0,54	0,72	1,45	9,76	0,90
allText817.txt	1	0,19	0,39	0,00	0,19	0,58	3,70	0,00
allText818.txt	1	4,23	1,06	1,59	0,53	3,70	12,43	1,59
allText819.txt	1	6,82	0,56	2,09	1,11	0,42	8,77	1,67
allText82.txt	1	2,25	1,12	1,50	0,75	0,00	12,73	3,75
allText820.txt	1	3,81	0,35	1,56	0,17	0,52	11,79	1,91
allText821.txt	1	5,58	1,18	2,15	0,43	0,75	12,88	1,82
allText822.txt	1	5,38	0,54	3,76	0,54	0,54	10,75	3,76
allText823.txt	1	3,05	2,29	2,29	1,53	0,00	9,16	3,82
allText824.txt	1	0,91	0,15	0,30	0,15	0,00	0,15	0,00
allText825.txt	1	2,99	2,11	0,88	1,41	2,11	11,78	0,53
allText826.txt	1	7,73	0,55	2,76	0,55	0,55	13,26	0,55
allText827.txt	1	2,32	0,33	0,00	0,33	0,00	0,99	0,00
allText828.txt	1	3,08	0,51	1,54	1,54	1,03	11,79	3,08
allText829.txt	1	2,90	0,36	2,90	0,36	0,72	9,42	2,90
allText83.txt	1	2,79	0,37	0,74	0,19	8,38	4,66	0,19
allText830.txt	1	1,98	1,42	0,57	0,85	0,57	4,82	1,70
allText831.txt	1	5,65	3,32	1,33	1,66	1,33	12,62	1,33
allText832.txt	1	5,73	2,67	1,53	1,91	0,38	9,92	5,73
allText833.txt	1	3,82	0,95	0,95	0,95	1,43	5,73	0,95
allText834.txt	1	1,77	1,47	2,95	1,47	3,24	11,80	2,65
allText835.txt	1	6,00	0,33	2,67	0,67	1,33	14,17	2,67
allText836.txt	1	3,45	0,77	1,06	0,42	5,35	8,31	2,25
allText837.txt	1	3,23	0,12	1,43	0,24	1,08	8,12	4,18
allText838.txt	1	3,33	1,48	1,23	2,46	1,11	10,59	0,99
allText839.txt	1	6,10	0,47	1,41	0,47	0,94	10,33	2,35
allText84.txt	1	1,53	0,51	1,53	0,51	1,02	12,76	1,53
allText840.txt	1	3,49	0,09	1,47	0,28	2,94	8,91	1,65
allText841.txt	1	3,62	0,40	1,21	0,60	2,01	6,84	0,80
allText842.txt	1	3,98	0,68	0,46	0,80	0,91	6,94	0,91
allText843.txt	1	2,63	0,46	1,26	0,34	1,37	13,39	1,14
allText844.txt	1	3,47	0,97	1,25	1,73	0,76	7,35	1,11
allText845.txt	1	4,72	1,38	1,97	0,79	4,33	10,52	1,67
allText846.txt	1	4,73	0,49	1,96	0,16	1,39	10,02	1,96
allText847.txt	1	2,33	0,90	0,72	1,62	1,97	8,98	1,62
allText848.txt	1	3,69	0,98	1,41	0,98	1,19	9,65	0,65
allText849.txt	1	4,11	1,27	1,72	0,60	2,24	10,38	0,90
allText85.txt	1	4,12	0,33	1,07	0,25	3,54	4,94	1,32
allText850.txt	1	3,54	0,82	1,22	0,82	0,95	8,30	2,18
allText851.txt	1	2,77	0,52	1,35	0,52	1,29	7,35	1,29
allText852.txt	1	7,08	0,47	0,47	0,47	0,94	13,21	0,94
allText853.txt	1	5,59	0,66	3,51	0,66	1,21	7,79	0,88
allText854.txt	1	2,59	0,91	1,60	0,99	1,29	9,51	0,91
allText855.txt	1	2,96	0,87	1,65	0,96	0,70	4,87	1,22
allText856.txt	1	2,99	0,30	1,80	0,30	2,40	9,58	1,50
allText857.txt	1	2,56	0,51	0,77	0,51	1,02	12,28	2,30
allText858.txt	1	2,66	0,44	1,48	0,15	2,66	10,80	1,78
allText859.txt	1	5,89	0,62	1,14	0,41	1,24	8,79	1,65
allText86.txt	1	0,48	1,92	0,48	0,96	6,73	7,21	1,44
allText860.txt	1	4,75	2,30	1,15	2,30	5,74	8,03	1,48
allText861.txt	1	4,66	1,02	1,53	2,63	2,54	7,12	2,03
allText862.txt	1	3,99	0,72	1,77	0,46	1,83	9,76	0,98
allText863.txt	1	5,03	0,58	1,45	0,19	1,74	9,20	0,68
allText864.txt	1	5,09	0,60	1,54	0,20	1,74	9,10	1,54
allText865.txt	1	2,49	0,91	1,29	0,69	3,91	7,53	1,89
allText866.txt	1	3,69	0,92	1,48	0,46	1,61	7,11	0,63
allText867.txt	1	2,21	0,40	1,81	0,60	3,21	11,45	1,41
allText868.txt	1	3,19	1,60	1,00	1,00	2,20	11,58	1,00
allText869.txt	1	4,47	1,08	0,92	0,92	1,54	8,78	1,54
allText87.txt	1	2,76	1,10	2,76	1,10	1,66	12,71	3,31
allText870.txt	1	3,79	1,05	0,42	0,42	1,26	9,26	2,74
allText871.txt	1	2,65	0,52	1,33	0,74	1,25	7,29	1,10
allText872.txt	1	4,26	0,50	1,19	1,29	2,08	6,94	0,79
allText873.txt	1	2,56	0,47	0,93	0,58	0,87	6,23	1,11
allText874.txt	1	2,72	0,87	1,36	0,60	1,58	7,57	1,20
allText875.txt	1	3,79	0,22	1,19	0,22	3,03	8,98	2,38
allText876.txt	1	3,59	0,74	2,12	0,65	2,04	7,43	0,98
allText877.txt	1	3,75	1,20	1,55	0,75	1,45	8,86	1,40
allText878.txt	1	4,37	1,70	0,49	1,70	3,88	6,80	0,73
allText879.txt	1	2,56	2,72	1,92	1,44	1,76	8,64	2,56
allText88.txt	1	3,75	0,62	1,56	0,94	1,88	10,31	1,56
allText880.txt	1	2,69	1,19	1,49	0,60	3,58	10,15	2,09
allText881.txt	1	2,51	0,72	2,15	0,72	2,51	11,47	2,33
allText882.txt	1	3,18	0,79	1,70	0,34	1,82	9,31	1,02
allText883.txt	1	4,33	2,76	1,57	1,18	1,97	12,20	2,76
allText884.txt	1	2,04	1,08	1,94	0,86	1,18	9,03	1,83
allText885.txt	1	3,90	0,45	1,41	0,40	2,94	9,72	1,24
allText886.txt	1	3,47	0,69	3,47	0,69	0,00	9,03	1,39
allText887.txt	1	9,14	0,25	2,47	0,25	1,23	12,35	3,21
allText888.txt	1	4,63	0,43	2,46	0,29	1,01	12,30	1,59
allText889.txt	1	3,37	0,99	2,18	0,40	1,19	11,68	3,37
allText89.txt	1	2,83	0,40	0,61	0,61	1,01	8,70	4,25
allText890.txt	1	6,64	0,13	1,46	0,13	0,80	9,03	0,80
allText891.txt	1	3,93	0,28	0,56	0,28	0,84	10,67	2,53
allText892.txt	1	6,58	0,53	3,16	0,26	1,32	12,63	0,79
allText893.txt	1	2,84	2,72	1,85	1,98	1,85	4,81	2,35
allText894.txt	1	4,62	0,89	1,24	0,71	2,66	11,19	1,78
allText895.txt	1	2,74	1,37	4,11	1,37	6,85	5,48	1,37
allText896.txt	1	2,70	1,01	1,35	0,34	0,00	10,81	2,36
allText897.txt	1	1,38	1,92	0,85	1,70	1,17	10,76	2,13
allText898.txt	1	3,93	0,29	1,38	0,29	0,80	8,38	2,33
allText899.txt	1	5,47	0,73	4,01	0,73	0,36	11,31	5,84
allText9.txt	1	2,95	1,85	1,11	0,37	2,95	4,80	0,74
allText90.txt	1	0,58	1,73	1,16	1,16	1,73	8,09	1,73
allText900.txt	1	2,82	0,13	0,81	0,13	1,21	11,41	3,49
allText901.txt	1	4,13	0,72	1,08	0,72	0,90	11,67	0,54
allText902.txt	1	2,84	0,71	0,00	0,71	0,00	9,93	1,42
allText903.txt	1	2,89	0,39	1,71	0,46	0,66	7,63	1,97
allText904.txt	1	4,96	0,26	1,57	0,26	3,13	10,97	1,57
allText905.txt	1	0,23	0,23	0,00	0,23	0,00	3,65	0,00
allText906.txt	1	5,86	1,80	0,90	1,35	1,80	6,31	3,15
allText907.txt	1	4,73	2,96	1,78	1,18	1,78	10,65	2,96
allText908.txt	1	4,88	1,17	2,93	0,78	0,39	8,20	2,93
allText909.txt	1	4,44	1,67	2,78	1,67	1,11	13,33	1,67
allText91.txt	1	5,36	1,26	3,15	0,95	4,10	13,88	2,52
allText910.txt	1	3,22	2,92	2,34	2,05	1,17	9,65	0,58
allText911.txt	1	2,39	1,40	1,45	1,35	0,94	8,84	2,21
allText912.txt	1	4,58	2,29	2,29	1,53	0,00	12,98	4,58
allText913.txt	1	3,14	0,37	2,22	0,37	0,55	13,31	3,14
allText914.txt	1	3,44	3,13	1,53	0,84	2,37	8,78	1,37
allText915.txt	1	2,90	0,14	2,07	0,14	1,52	12,69	1,52
allText916.txt	1	4,37	1,29	1,80	1,54	1,03	10,80	1,80
allText917.txt	1	5,18	2,27	1,94	2,27	1,62	11,65	2,27
allText918.txt	1	7,02	0,14	2,84	0,28	1,49	10,99	1,91
allText919.txt	1	1,89	1,89	1,89	1,89	0,00	3,77	0,00
allText92.txt	1	4,41	1,47	1,84	0,37	3,31	10,66	0,74
allText920.txt	1	5,36	1,19	2,68	0,30	2,08	9,82	2,08
allText921.txt	1	3,14	0,65	1,15	0,25	3,34	4,94	1,00
allText922.txt	1	4,48	0,75	0,00	0,75	1,49	8,96	2,24
allText923.txt	1	5,20	1,07	1,07	0,15	0,61	11,16	1,07
allText924.txt	1	6,19	2,17	1,24	1,24	0,62	12,07	0,31
allText925.txt	1	3,49	1,45	2,05	0,84	1,08	12,29	2,53
allText926.txt	1	3,07	1,15	0,77	1,15	1,92	15,33	2,68
allText927.txt	1	3,14	1,19	1,86	0,57	2,57	9,66	1,76
allText928.txt	1	3,59	0,94	2,20	0,25	1,51	8,24	1,20
allText929.txt	1	3,21	0,39	2,44	0,51	2,76	12,85	4,05
allText93.txt	1	4,74	1,09	1,09	0,73	0,36	13,87	4,74
allText930.txt	1	4,40	0,35	1,94	0,53	1,06	7,92	1,76
allText931.txt	1	5,09	1,72	1,54	0,30	1,01	6,75	1,95
allText932.txt	1	3,80	1,27	1,27	1,27	0,00	8,86	5,06
allText933.txt	1	2,15	0,43	2,15	0,43	0,43	9,89	3,66
allText934.txt	1	4,01	1,23	1,85	2,00	1,54	10,48	2,00
allText935.txt	1	3,88	1,29	1,11	1,29	0,55	9,43	3,51
allText936.txt	1	2,27	2,27	1,52	1,52	2,27	12,88	1,52
allText937.txt	1	2,80	0,70	0,70	0,70	2,80	10,49	0,00
allText938.txt	1	2,35	1,41	1,88	0,94	0,47	7,04	1,88
allText939.txt	1	3,51	1,92	0,32	1,92	2,24	12,46	1,60
allText94.txt	1	4,84	4,03	2,42	2,42	6,45	14,52	2,42
allText940.txt	1	2,23	0,37	0,37	0,37	0,37	11,90	5,20
allText941.txt	1	4,83	0,34	2,41	0,34	3,10	15,17	2,07
allText942.txt	1	4,49	1,12	1,12	1,12	1,12	7,87	3,37
allText943.txt	1	4,53	1,29	0,97	0,65	2,91	11,00	1,94
allText944.txt	1	3,51	0,55	1,32	0,33	0,77	10,42	1,75
allText945.txt	1	2,67	0,51	1,27	0,13	0,89	13,54	2,86
allText946.txt	1	8,96	1,49	6,97	1,49	1,00	13,93	1,99
allText947.txt	1	2,43	0,69	1,65	0,69	1,47	10,92	0,69
allText948.txt	1	3,89	0,49	1,95	0,24	1,70	14,60	1,70
allText949.txt	1	4,69	0,87	1,04	1,04	2,26	11,11	3,47
allText95.txt	1	3,35	1,37	1,37	0,15	7,62	7,47	1,83
allText950.txt	1	4,87	1,55	1,33	0,88	2,21	10,62	0,44
allText951.txt	1	4,76	1,36	1,36	1,36	0,00	11,56	2,04
allText952.txt	1	7,14	1,95	2,60	0,65	0,65	13,64	1,30
allText953.txt	1	5,86	2,34	4,30	1,17	1,95	10,94	0,00
allText954.txt	1	3,31	1,99	0,00	1,32	0,66	5,96	1,32
allText955.txt	1	3,74	0,31	3,12	0,47	0,78	13,10	2,03
allText956.txt	1	4,41	0,83	1,67	1,07	1,67	9,77	1,19
allText957.txt	1	3,74	0,57	1,70	0,24	1,28	13,59	2,70
allText958.txt	1	8,28	1,91	1,27	2,55	1,91	13,38	1,91
allText959.txt	1	3,94	0,82	2,31	0,54	0,27	12,23	1,22
allText96.txt	1	3,32	1,24	0,41	0,41	0,83	10,79	4,98
allText960.txt	1	5,05	0,56	2,10	1,12	2,10	9,68	1,26
allText961.txt	1	3,35	1,12	3,91	0,56	1,12	8,94	2,79
allText962.txt	1	5,42	0,49	2,46	0,49	0,49	12,07	2,96
allText963.txt	1	1,99	1,11	1,99	0,44	2,88	15,27	2,43
allText964.txt	1	3,16	1,27	1,27	1,27	1,58	8,23	1,90
allText965.txt	1	3,21	0,32	1,92	0,32	2,72	11,70	4,17
allText966.txt	1	2,86	0,71	0,71	1,43	1,43	7,86	1,43
allText967.txt	1	2,75	1,01	1,25	0,63	1,74	9,03	2,36
allText968.txt	1	4,81	0,48	1,68	0,24	0,24	15,14	0,72
allText969.txt	1	5,19	1,48	2,22	0,74	0,74	11,85	0,74
allText97.txt	1	5,56	0,69	1,74	0,35	1,39	13,54	0,69
allText970.txt	1	6,04	0,55	1,65	0,55	1,10	12,09	1,65
allText971.txt	1	6,06	0,30	3,29	0,15	1,12	8,53	2,09
allText972.txt	1	2,96	2,22	2,96	1,48	0,00	15,56	2,22
allText973.txt	1	5,19	2,60	1,95	1,95	2,60	15,58	0,65
allText974.txt	1	5,88	0,84	0,84	1,68	0,00	10,08	2,52
allText975.txt	1	2,57	1,84	0,37	1,10	4,78	6,25	1,47
allText976.txt	1	2,33	0,78	0,39	0,39	0,00	10,47	3,88
allText977.txt	1	4,15	1,84	1,38	3,23	0,92	14,75	1,38
allText978.txt	1	3,50	2,10	1,05	1,05	1,05	12,59	2,45
allText979.txt	1	4,16	0,55	1,52	0,28	1,66	6,79	0,55
allText98.txt	1	3,04	0,65	1,30	0,22	1,74	6,29	2,82
allText980.txt	1	7,87	0,56	1,69	0,56	1,69	10,11	1,12
allText981.txt	1	5,99	0,81	1,48	0,07	2,81	10,20	1,48
allText982.txt	1	3,32	1,85	1,29	0,18	0,74	11,44	0,92
allText983.txt	1	7,20	1,44	2,08	0,48	2,40	11,36	1,12
allText984.txt	1	7,67	0,92	1,84	0,61	2,15	8,28	1,84
allText985.txt	1	4,71	1,49	2,23	0,99	1,99	10,67	1,99
allText986.txt	1	5,48	1,00	1,07	0,27	3,48	9,23	1,00
allText987.txt	1	7,03	1,32	3,52	0,66	2,64	11,43	2,42
allText988.txt	1	8,65	0,69	1,73	0,69	4,15	5,54	1,38
allText989.txt	1	4,64	2,73	2,12	0,55	2,73	8,74	0,96
allText99.txt	1	2,86	1,43	3,81	2,38	1,90	6,19	2,38
allText990.txt	1	7,14	2,38	3,57	1,19	0,60	8,93	2,38
allText991.txt	1	4,39	0,71	1,07	0,71	1,66	7,47	1,66
allText992.txt	1	2,13	1,22	1,52	1,52	0,30	8,21	3,65
allText993.txt	1	4,11	0,62	1,37	0,50	1,87	8,72	1,12
allText994.txt	1	4,93	1,14	1,26	0,25	2,91	8,60	2,53
allText995.txt	1	5,68	0,39	2,54	0,20	4,11	10,37	1,96
allText996.txt	1	4,18	2,20	0,99	0,55	1,76	11,66	1,65
allText997.txt	1	6,29	1,13	2,58	0,40	2,01	11,28	1,53
allText998.txt	1	6,42	0,50	1,89	0,13	1,51	15,24	0,88
