3.0 5000 0 40 564 51.08363368669026 2,84 0,53 1,42 0,53 3,37 9,06 1,24
0.0 7500 0 45 326 38.83585365853662 3,05 0,91 0,00 0,91 0,30 9,76 3,05
0.0 650 0 40 347 57.3445197740113 3,42 0,57 2,28 0,28 0,28 9,69 3,99
0.1 10000 0 6 608 72.85403846153848 4,52 1,45 1,77 0,65 0,97 11,13 5,00
2.0 300 0 30 270 54.407608695652186 2,92 1,46 1,46 0,73 1,09 11,68 2,55
0.35000000000000003 10000 0 50 218 42.1863417431193 5,05 0,46 1,83 0,46 2,75 8,26 0,46
0.0 50 0 40 227 49.58219806763287 5,22 0,87 2,17 0,43 4,35 9,57 1,74
0.075 200000 2 45 400 38.57903805012228 4,69 0,25 2,72 0,49 1,98 6,91 2,72
0.6666666666666667 1500 0 30 305 65.09237500000003 5,08 0,63 3,81 0,63 1,27 14,92 2,54
1.7000000000000002 5000 0 30 168 63.06274597495528 4,76 0,60 1,19 0,60 0,60 14,29 2,98
3.0 200 20 30 559 44.555165929203554 3,38 1,07 1,25 0,89 2,31 8,36 3,02
0.0 2800 0 28 209 54.939443661971865 4,25 1,42 2,36 1,89 1,42 13,21 3,30
7.4639999999999995 25000 1 30 629 50.70193702290078 2,77 0,77 0,92 1,23 1,38 7,85 2,92
0.2123571645262413 19778 0 35 223 44.098847402597414 3,49 1,31 1,31 1,75 2,62 7,42 4,37
1.2377850162866448 15350 1 31 249 49.11191844300282 2,43 0,81 3,24 0,40 3,24 9,31 3,64
0.002 50000 3 60 933 58.532589465798424 4,63 0,43 1,72 0,11 1,40 13,13 2,26
0.024 25000 0 30 401 55.681045751634 2,74 1,74 1,24 1,74 1,24 14,18 3,48
31.0 1000 15 45 657 62.4770592534841 4,75 2,30 1,69 0,92 1,07 10,43 1,07
0.0 10 0 30 330 63.391015306122455 3,61 1,51 2,41 0,60 2,71 9,94 0,90
22.761506276150627 1195 9 7 315 30.672878504672923 4,39 1,88 0,63 2,51 0,63 4,08 2,19
0.0 1000 0 32 271 68.41445970695972 4,40 0,73 1,47 1,47 1,83 11,36 3,30
0.0 20000 0 30 113 46.99240384615385 4,35 1,74 0,87 2,61 0,87 8,70 0,00
0.03125 3200 0 30 47 50.53333333333336 4,26 2,13 8,51 2,13 2,13 10,64 6,38
0.0 8000 0 60 264 57.51706605661997 2,25 1,12 1,50 0,75 0,00 12,73 3,75
7.5 400 0 30 529 54.92086516405706 2,79 0,37 0,74 0,19 8,38 4,66 0,19
0.2777777777777778 9000 0 30 193 57.89750097618122 1,53 0,51 1,53 0,51 1,02 12,76 1,53
2.631578947368421 28500 0 37 1196 42.67916711742879 4,12 0,33 1,07 0,25 3,54 4,94 1,32
1.0666666666666667 4500 0 21 206 48.70885167464118 0,48 1,92 0,48 0,96 6,73 7,21 1,44
14.374999999999998 800 0 30 176 49.44523857358115 2,76 1,10 2,76 1,10 1,66 12,71 3,31
16.1 1000 0 60 317 48.266875000000056 3,75 0,62 1,56 0,94 1,88 10,31 1,56
0.0 1575 0 30 495 56.06900996890434 2,83 0,40 0,61 0,61 1,01 8,70 4,25
0.0 6500 0 13 172 28.889093208092504 0,58 1,73 1,16 1,16 1,73 8,09 1,73
0.05 10000 0 30 313 54.83950522264985 5,36 1,26 3,15 0,95 4,10 13,88 2,52
0.25 20000 0 30 270 35.043571428571425 4,41 1,47 1,84 0,37 3,31 10,66 0,74
1.0 1500 0 60 267 57.618475274725284 4,74 1,09 1,09 0,73 0,36 13,87 4,74
0.0 10000 0 60 124 55.89160714285714 4,84 4,03 2,42 2,42 6,45 14,52 2,42
1.1666666666666667 12000 6 30 653 64.03654942613848 3,35 1,37 1,37 0,15 7,62 7,47 1,83
10.0 250 0 12 239 52.30071519389705 3,32 1,24 0,41 0,41 0,83 10,79 4,98
0.0 700 0 14 287 64.5365479452055 5,56 0,69 1,74 0,35 1,39 13,54 0,69
21.330882352941178 13600 2 30 455 33.41695652173914 3,04 0,65 1,30 0,22 1,74 6,29 2,82
1.0 10000 0 45 209 27.508392857142894 2,86 1,43 3,81 2,38 1,90 6,19 2,38
14.000000000000002 500 5 30 242 33.75342862033554 0,39 0,79 0,00 0,39 0,79 4,33 0,00
36.4 3000 0 30 325 37.583977172958754 3,30 0,30 0,60 0,30 1,20 8,41 1,50
0.125 8000 0 30 162 51.897418593676264 4,29 1,84 1,23 1,84 1,23 11,04 1,23
0.51 10000 6 30 554 48.41896879240164 3,07 1,26 1,44 0,18 2,71 5,42 2,17
5.962962962962963 2700 0 30 335 40.33201086956521 5,28 2,64 2,64 0,88 0,88 10,26 1,76
0.0 3000 19 30 186 39.722631578947386 4,76 2,12 0,53 2,65 0,53 7,41 2,12
9.875 8000 15 30 526 68.5457684550222 4,87 1,69 3,18 0,75 3,75 8,99 1,31
0.5 1000 27 32 233 61.36782886334612 4,31 0,86 1,29 0,43 0,86 6,47 2,16
9.3 1000 0 57 156 68.66139566395668 4,38 1,25 2,50 0,62 1,25 7,50 0,62
0.075 20000 0 30 339 48.28878698224855 4,14 1,18 0,89 1,18 0,59 5,62 3,55
0.0 1200 0 10 276 80.38559880709465 5,38 1,08 3,58 1,43 1,43 16,85 4,66
79.0 2000 0 21 318 53.258196811434885 4,10 0,63 1,58 0,95 3,15 8,83 3,15
0.0 1500 0 30 182 52.16529670329672 7,14 1,10 0,55 1,10 2,75 13,74 1,10
0.013333333333333334 7500 6 30 429 38.532739654517854 3,23 0,69 1,61 0,46 2,30 7,14 1,38
0.0 516 0 30 338 55.11804347826089 4,16 0,55 1,66 0,55 1,66 8,86 1,94
0.0 1200 0 30 190 56.26295918367349 4,71 2,09 2,09 1,05 1,57 16,23 2,62
1.7000000000000002 60000 3 30 603 45.296965815486004 3,69 0,34 1,01 0,17 0,67 10,72 4,19
29.228571428571428 14000 16 30 1263 60.92042684178125 4,05 0,46 1,83 0,46 2,14 8,33 1,60
0.0 25 0 45 53 18.06333333333336 9,26 1,85 3,70 1,85 0,00 11,11 3,70
0.013636363636363637 22000 0 30 235 40.974180790960446 4,24 1,27 0,85 1,69 1,27 9,32 3,81
4.25 2000 0 35 190 78.89544217687077 2,59 1,04 2,59 0,00 4,15 11,40 1,55
9.1 2000 0 32 10 18.022115384615404 7,14 7,14 0,00 7,14 0,00 7,14 0,00
0.0 2500 0 7 78 45.43178797468357 5,13 2,56 0,00 3,85 2,56 10,26 3,85
0.8571428571428572 3500 0 30 240 61.59260162601629 5,28 0,00 1,22 0,00 4,47 8,94 2,03
28.085714285714285 3500 0 30 432 57.926521739130465 5,16 1,57 3,59 0,67 1,35 13,23 1,57
39.0 700 3 7 333 81.33452301850976 4,08 2,33 4,37 1,46 0,87 11,08 4,37
0.0 5000 0 45 760 60.699700854700865 5,10 0,78 1,70 0,39 1,05 14,38 2,48
0.05 2000 0 60 237 49.19481500691566 7,47 0,83 2,07 0,83 0,00 13,28 1,24
3.3333333333333335 6000 5 30 849 66.99103665594858 3,18 0,33 1,43 0,11 1,43 9,11 1,54
17.5 1000 0 60 219 58.892488687782844 4,19 1,86 2,79 0,93 2,33 13,02 2,33
7.000000000000001 500 0 30 452 50.09761274509805 2,40 1,31 1,97 0,87 0,87 8,30 1,09
0.01 10000 0 14 155 48.38982683982687 3,95 1,97 2,63 1,32 1,32 11,84 1,97
1.7000000000000002 5000 0 60 148 66.95414979757089 6,71 1,34 1,34 1,34 2,01 12,75 0,67
0.2 500 1 14 743 52.202625107112254 4,13 0,65 2,45 0,13 1,94 8,39 2,32
0.4285714285714286 7000 0 50 159 52.821450310559044 4,40 1,89 1,89 1,26 1,26 11,95 1,89
7.000000000000001 2000 0 60 417 51.955993808049584 3,08 0,47 1,66 0,47 4,03 8,53 2,61
0.4 500 5 8 973 59.79474323523604 8,27 0,71 4,03 0,30 1,71 10,89 0,81
39.714285714285715 3500 4 30 993 43.848613052011785 3,44 0,39 0,98 0,10 2,46 6,89 1,87
0.0 100 1 6 155 54.84157342657346 5,13 0,64 1,92 0,64 0,00 8,97 0,00
0.0 8000 0 76 52 74.60985714285717 5,66 1,89 5,66 0,00 0,00 20,75 0,00
0.7000000000000001 3000 0 40 633 61.732636497786544 3,77 0,94 2,04 0,47 2,83 12,09 2,04
0.0 3000 5 30 333 66.79678683385582 3,14 1,14 2,29 0,86 0,29 8,29 1,43
41.09230769230769 6500 0 37 1145 59.09951893909934 4,47 0,17 1,77 0,76 1,69 7,84 1,18
4.9 5000 17 30 518 75.55205440024112 4,16 0,90 3,07 0,54 4,16 6,87 1,63
3.9850000000000003 1200 0 20 297 67.15850571632726 4,38 2,36 3,37 1,68 2,36 16,84 2,02
0.0 2000 0 24 132 57.726764705882374 2,96 0,74 1,48 1,48 0,74 7,41 3,70
0.2 3500 0 30 435 61.10963636363637 4,78 1,37 3,19 0,23 4,10 9,34 2,28
0.5 1000 0 30 55 40.67216101694919 6,90 0,00 0,00 0,00 5,17 3,45 0,00
9.1 4000 1 31 662 45.53441176470591 3,39 1,03 1,47 0,15 2,06 7,52 1,18
0.0 10000 0 23 239 63.88416666666669 2,07 2,07 3,31 0,83 6,61 10,33 0,83
25.25925925925926 2700 0 30 695 41.384259414225966 3,62 0,70 0,84 0,56 2,09 5,71 1,81
0.17777777777777778 6750 3 30 329 58.37015949475489 4,17 0,89 1,49 0,60 0,89 11,01 1,49
0.0 10000 0 30 178 33.82642696629213 1,69 0,56 0,00 0,56 0,00 2,81 0,00
0.2352941176470588 3400 3 30 1631 63.077427001677364 5,93 1,15 3,40 0,29 2,59 6,85 1,04
2.1 5000 0 30 248 53.85937007874017 5,60 0,40 1,20 0,40 4,00 10,80 0,80
0.0 8000 0 60 585 61.6114054908486 4,05 0,51 3,04 0,17 3,04 10,64 1,35
0.0 12000 0 30 245 69.46506944444445 1,59 0,40 1,20 0,00 4,38 10,76 2,79
2.8000000000000003 5000 2 30 569 55.06461991932984 4,48 0,69 1,90 0,34 3,10 10,34 1,55
0.75 2000 5 30 547 50.7756831648658 2,84 0,83 1,84 0,67 1,34 9,35 3,67
0.0 15000 0 30 144 59.3559530791789 6,04 2,68 0,00 1,34 2,68 13,42 0,67
1.2142857142857142 7000 0 22 131 56.71694029850747 3,76 0,75 1,50 0,75 3,76 12,03 1,50
0.0 2015 0 30 209 64.36954545454549 5,14 2,80 2,34 0,47 1,40 11,68 1,87
6.5 1000 0 30 596 42.27265587573493 3,67 0,83 1,67 0,17 1,83 8,67 2,00
0.7142857142857143 3500 0 30 644 58.16320559707427 4,70 1,06 1,67 0,45 2,12 10,15 1,52
26.87727272727273 22000 0 27 85 63.60500000000002 5,38 1,08 0,00 1,08 0,00 15,05 3,23
0.0 550 3 15 1486 61.002664030829294 5,85 0,66 2,52 0,53 2,13 12,49 2,59
2.925531914893617 2256 0 30 465 53.065920043811644 3,23 0,60 1,41 0,81 1,21 6,65 1,41
1.5 3000 0 30 166 43.887449324324365 6,15 1,12 1,68 0,56 1,68 7,26 2,79
4.0 1750 0 57 302 42.51182907348246 2,62 1,64 0,66 1,31 4,26 11,15 3,61
9.387755102040817 4900 1 30 879 58.90672925547736 2,78 1,00 0,78 0,67 4,78 6,23 1,45
0.0 300 0 30 223 49.645428571428596 5,36 1,79 0,89 0,89 2,23 12,95 2,23
18.055555555555554 720 0 60 413 53.65755146181387 2,64 0,96 2,64 0,24 2,88 10,58 1,44
0.0 50000 0 20 537 35.979843037682514 5,94 0,54 2,16 0,54 0,36 7,01 1,08
1.4000000000000001 1500 0 42 398 42.389985660847884 3,51 0,25 1,50 1,00 1,00 5,01 3,76
0.0 600 0 30 205 56.926666666666705 4,23 0,47 1,41 0,47 4,69 8,92 2,82
4.0 1000 0 3 152 70.64061734443904 6,29 0,63 1,26 0,00 1,89 11,32 0,00
2.0 1000 0 21 478 62.83476285983956 3,67 0,61 2,24 0,20 2,85 8,15 2,04
0.0 3000 0 34 420 57.39682608695654 4,71 0,67 2,91 0,45 0,90 11,21 2,69
0.0 50 0 16 107 53.19071428571431 10,00 1,82 1,82 1,82 0,91 10,91 2,73
0.039 100000 0 30 85 65.34549450549454 3,41 2,27 1,14 2,27 2,27 14,77 4,55
101.74000000000001 5000 0 45 589 63.95640065146581 2,47 0,33 2,31 0,49 1,98 11,37 2,47
100.25200000000001 3000 0 30 420 66.63000000000001 4,74 0,47 2,37 0,24 1,66 13,74 1,42
147.0 3000 0 10 405 82.79892004773271 4,08 0,96 2,40 0,00 7,19 8,39 0,72
102.05 2000 0 30 237 60.958495467224566 2,52 0,84 0,42 0,42 4,62 10,50 0,84
100.96000000000001 2500 0 21 166 63.88733865602133 4,79 0,60 4,19 0,60 2,40 10,18 0,60
120.19999999999999 5000 2 56 836 67.7349325908558 5,14 0,84 1,56 0,00 1,67 11,84 0,72
113.9 8000 1 30 390 53.046072026800715 4,00 0,75 1,50 0,75 2,75 8,50 1,50
109.41666666666667 6000 0 30 589 62.12370593145441 5,56 0,84 1,85 0,17 2,53 13,80 1,85
101.12 5000 0 30 434 54.73439102564106 4,76 0,91 1,81 0,68 2,27 11,79 1,81
100.49999999999999 5000 0 71 103 66.3734210526316 1,80 0,00 2,70 0,00 0,00 12,61 0,00
188.08333333333334 6000 0 30 329 65.20547904191619 7,51 0,00 2,10 0,00 4,20 12,31 1,50
109.5 1000 0 31 178 58.61935234699942 7,18 1,10 1,10 0,55 4,42 17,13 0,55
102.5625 8000 0 30 159 73.48301724137932 4,73 0,59 2,96 0,00 4,14 7,10 0,00
106.63076923076925 6500 11 43 3147 57.229877699771976 4,65 0,88 0,82 0,16 4,02 6,40 1,76
106.05 1000 0 30 83 56.46069879518075 2,41 3,61 2,41 1,20 3,61 9,64 2,41
120.32857142857142 7000 5 34 371 59.343461538461554 6,25 1,30 1,56 0,52 1,56 10,42 1,30
111.62 20000 9 30 995 75.64068119636863 5,61 0,00 2,27 0,00 3,13 10,14 1,19
100.0 500 0 38 274 42.75650663206463 2,71 2,37 1,69 0,00 0,68 3,73 1,69
100.15789473684211 3800 0 30 249 50.44440642035133 6,32 0,79 0,40 0,79 0,79 10,67 2,77
143.5 5000 0 30 409 69.93644736842107 4,29 0,24 2,62 0,00 2,62 10,48 0,95
129.73333333333332 15000 4 30 1151 77.29479806848114 4,57 0,26 2,76 0,09 3,27 11,02 1,89
104.9655172413793 7250 0 27 564 54.42214457831329 5,75 0,52 1,92 0,35 2,26 8,89 1,92
113.16666666666666 600 0 28 124 61.97714285714288 4,03 0,81 1,61 0,81 4,03 14,52 1,61
150.0 3000 0 45 472 52.32012187538864 4,86 0,63 1,90 0,63 1,90 10,36 3,59
160.0 2500 0 30 227 41.61450216450217 5,68 0,87 3,49 0,87 2,18 10,48 0,00
218.58748 25000 0 30 364 67.92653820816867 4,66 0,82 1,37 0,55 2,19 12,33 2,74
112.66666666666667 3000 0 30 884 62.16401957274141 4,70 0,98 2,40 0,44 2,84 8,85 2,95
115.73714285714287 3500 0 18 133 50.70968421052632 3,79 0,00 2,27 0,00 3,79 12,88 0,76
138.1818181818182 550 0 60 613 81.55240078392946 3,05 0,96 1,28 0,16 4,33 14,29 1,28
120.83333333333333 1200 1 30 404 67.00599945235487 4,62 0,97 1,95 0,49 3,16 8,52 2,43
101.0 2500 1 30 400 56.71989106181914 6,75 2,00 2,00 1,00 2,50 11,75 0,50
151.0769230769231 6500 0 19 272 56.283478260869586 3,64 0,36 2,18 0,00 4,00 9,82 1,82
130.0 10000 0 30 217 72.64426421404684 7,41 0,46 2,31 0,00 1,85 14,35 2,31
121.42857142857142 700 0 14 316 55.05422764227646 7,29 1,52 1,22 0,00 0,91 10,64 0,30
100.0 2500 0 53 197 63.366095070422546 7,14 0,00 0,95 0,00 2,86 13,81 1,43
350.6666666666667 3000 0 30 382 38.9211728896104 1,56 0,52 0,52 0,00 1,56 5,21 2,34
102.77777777777777 1800 0 35 480 37.511578947368434 6,97 0,41 1,02 0,20 0,82 9,43 1,84
113.7 5000 0 30 364 68.73700000000002 7,24 0,54 2,41 0,00 1,07 10,19 2,14
166.66666666666669 1500 0 21 212 58.750214336746865 6,91 0,46 2,76 0,46 0,46 11,06 2,76
108.16 10000 0 36 664 61.843792525908114 4,71 0,88 2,36 0,74 4,27 10,60 1,18
4.380952380952381 1050 0 30 66 57.89800995024878 4,55 1,52 0,00 1,52 0,00 12,12 1,52
2.2770398481973433 5270 0 59 371 38.23941020440009 5,56 0,00 2,12 0,00 1,32 7,94 3,97
23.5375 8000 0 40 270 74.59745951417007 5,73 0,72 2,51 0,36 0,72 12,90 3,58
0.4 2500 0 30 372 87.27275286539736 3,35 1,29 2,06 0,52 3,87 12,89 1,80
4.0 2500 0 15 644 74.11173697157437 5,07 0,45 2,38 0,15 2,53 11,18 1,49
32.675 4000 0 40 206 45.345891587677755 2,84 0,00 1,42 0,00 2,37 10,43 0,95
0.0 2000 1 30 342 72.30221040040294 4,31 0,57 2,87 0,57 2,01 13,79 3,45
1.866666666666667 1500 0 60 41 100 4,76 0,00 2,38 0,00 0,00 11,90 7,14
6.666666666666667 600 0 60 111 61.53858108108109 7,21 0,00 1,80 0,00 0,90 10,81 5,41
19.25 2000 0 30 703 59.61100233100237 4,20 0,56 2,24 0,14 3,50 12,45 1,68
8.0 750 0 30 131 51.59000000000002 7,58 0,76 1,52 0,76 2,27 9,09 2,27
0.15384615384615385 65000 0 30 199 49.0551029748284 3,92 0,98 0,98 0,98 3,43 9,80 1,47
0.0 1000 1 12 668 54.92673913043478 5,20 0,89 2,38 0,45 1,19 9,21 0,89
15.0 5000 0 30 183 64.24149758454108 5,46 1,09 1,64 0,00 0,55 13,11 2,73
1.0 1500 0 10 307 59.57495780590716 6,03 0,32 2,22 0,32 3,49 12,38 2,54
0.06 10000 0 20 831 67.91660614312374 4,51 0,24 2,61 0,36 2,97 13,76 1,54
0.3 20000 0 30 405 53.17043843283582 1,75 0,75 2,24 0,25 2,24 12,47 1,25
0.5454545454545455 5500 0 30 183 64.54708196721313 7,10 0,55 2,19 0,55 1,64 12,57 5,46
0.0 3500 0 30 413 70.93951026856243 3,34 0,24 1,19 0,00 3,82 12,89 3,10
12.5 2000 0 39 469 52.984462474645056 1,61 0,20 0,81 0,20 0,40 4,23 2,42
2.0 5000 0 57 147 45.316124401913896 4,61 0,00 0,00 0,00 0,00 6,58 1,32
7.222222222222221 27000 0 30 891 54.27972613443973 1,98 1,10 0,44 0,44 1,54 8,37 0,77
5.2 2500 0 30 140 52.11928571428574 2,14 0,71 1,43 0,71 1,43 10,71 2,86
9.20075 16000 0 60 382 57.6019220779221 7,57 1,31 2,35 0,52 2,61 10,18 1,04
33.57 10000 2 60 414 46.14301713586295 2,81 0,47 0,47 0,23 0,94 6,09 2,81
41.20740740740741 13500 1 47 1125 45.41647992456981 3,06 0,70 1,31 0,17 4,11 6,99 1,22
5.855111111111111 13500 6 19 2998 63.38659235115169 4,72 0,73 1,73 0,30 2,63 11,40 1,56
20.833333333333336 600 0 30 313 57.403414906832296 4,09 0,63 1,57 0,94 1,26 13,21 1,57
32.800000000000004 7500 6 32 856 58.39188089486055 3,65 0,11 1,11 0,22 1,44 7,52 0,66
0.38461538461538464 39000 0 45 293 49.753738738738775 1,69 0,34 0,00 0,34 2,03 12,84 1,01
2.857142857142857 5600 2 30 472 31.894500000000022 5,03 0,21 1,05 0,00 0,84 5,66 2,10
11.362007168458781 2790 0 12 261 43.23673154981552 4,81 0,37 2,59 1,85 1,11 7,04 1,48
12.666666666666668 300 1 31 151 45.15749367088608 5,13 1,28 1,28 1,92 0,64 7,69 0,64
17.599999999999998 25000 0 33 270 38.86700089928058 2,18 0,73 0,73 1,09 2,91 4,73 1,09
63.33333333333333 750 8 35 700 58.47188684370656 4,63 1,12 0,70 0,70 2,38 10,24 2,24
0.6 500 0 30 70 60.25706081081083 5,41 1,35 4,05 1,35 1,35 13,51 1,35
0.8853125 48000 0 45 1078 50.20138248847928 6,70 0,19 2,70 0,19 1,77 9,67 1,40
28.499999999999996 1000 0 27 380 39.260232558139535 6,25 1,30 1,30 0,78 3,39 7,55 1,30
0.5 1400 4 30 359 63.802012882447684 5,79 0,55 1,93 0,28 3,31 10,19 1,65
6.428571428571428 700 0 90 722 63.883131136044895 4,50 0,82 1,36 0,27 5,31 9,67 0,82
3.3333333333333335 1500 0 45 246 60.478744939271266 7,72 0,41 4,47 0,41 2,44 11,79 2,85
25.744934445768774 5873 5 43 589 46.7052808591626 2,51 0,50 2,68 0,67 1,67 8,70 5,02
13.900000000000002 1000 5 30 1408 48.452090488395925 1,80 1,04 0,83 0,14 1,73 2,77 0,83
17.68 10000 0 60 176 50.420975114271215 2,23 0,00 3,35 0,00 0,56 10,06 3,35
13.5 2000 0 41 321 39.81325174825176 2,76 0,00 0,61 0,00 1,84 7,36 1,84
41.08 50000 3 30 386 23.05704634282526 0,74 0,74 0,00 0,25 0,00 0,50 0,00
0.05 4000 0 50 37 32.57641891891893 5,41 2,70 0,00 2,70 0,00 8,11 2,70
0.0 500 0 43 497 51.12291228070177 5,13 0,79 3,16 0,39 2,17 10,65 0,39
16.071428571428573 14000 0 30 985 40.13193569553809 5,70 1,10 2,30 0,90 1,00 11,00 2,30
0.0 2500 0 60 391 51.73268141945775 2,86 0,48 0,48 0,48 2,86 7,62 1,90
48.84615384615385 1300 0 30 207 60.99581521739131 2,90 0,48 0,97 0,48 7,25 7,73 0,48
0.005555555555555556 18000 0 29 178 48.76484848484853 1,82 0,61 0,61 0,61 1,82 9,70 1,21
1.0 1000 0 30 229 46.59250000000003 7,26 0,43 2,14 0,43 2,14 10,26 2,99
26.700000000000003 3000 0 30 339 52.73437062937066 3,74 0,57 2,59 0,57 3,45 6,61 1,72
16.400000000000002 250 1 30 355 33.833268442622995 4,17 1,11 1,67 1,11 2,22 10,00 0,83
1.0 5000 9 59 1116 45.81088392558763 5,53 0,54 3,75 0,45 2,05 11,06 0,98
