23.1 1000 0 59 228 21.780146288209608 7,02 0,44 2,19 0,44 0,88 5,70 1,32
3.7001 10000 1 30 1014 43.64879831932774 4,62 0,19 3,95 0,29 1,44 9,82 1,92
2.0 5000 0 56 305 19.33764283947565 4,21 0,32 0,65 0,65 0,00 7,77 1,62
2.6 5000 0 30 185 48.14361111111111 4,68 0,00 0,85 0,00 0,85 9,36 2,13
0.0 8000 4 30 217 45.24200000000002 5,12 0,47 0,93 0,47 0,00 9,77 2,33
34.66666666666667 4500 25 32 1273 46.25511981172443 3,23 0,69 1,15 0,69 2,54 6,53 1,38
100.123392 125000 4 23 776 58.83990983630477 3,16 0,89 0,76 0,76 2,78 6,08 1,77
106.36000000000001 10000 0 29 449 51.52953572447913 3,31 0,22 1,99 0,22 1,10 8,17 3,31
130.31161111111112 18000 9 30 602 55.49356854838712 5,90 0,16 2,30 0,16 2,79 10,82 1,64
101.16666666666667 15000 0 16 551 61.38614864864866 6,15 1,08 1,27 0,36 3,80 6,51 1,08
119.17857142857142 2800 12 33 1023 64.1239286551078 4,26 0,68 2,81 0,29 3,78 9,00 0,97
131.7418181818182 27500 5 30 1157 57.60240671641793 3,03 0,34 2,19 0,17 1,68 7,32 1,52
276.28 20000 10 30 403 35.27940237226278 4,43 0,74 0,99 0,25 1,72 6,90 1,23
117.24166666666666 12000 0 30 486 62.345686556231726 5,13 0,62 1,85 0,41 3,70 8,21 2,05
117.63999999999999 7500 4 30 463 56.30901069246438 4,63 0,63 1,26 0,63 1,89 8,42 3,79
238.75799999999998 10000 1 45 1995 48.05910066187431 3,94 0,59 1,92 0,10 3,25 8,37 1,43
101.31176470588234 8500 0 40 535 62.119838709677424 5,32 0,92 1,47 0,37 2,75 8,99 1,83
100.0 3800 14 30 1392 63.946986042110254 4,22 0,50 2,36 0,07 4,00 9,65 0,93
104.08333333333333 18000 5 23 1394 59.93462776033101 4,86 0,27 1,78 0,27 2,53 8,01 0,96
102.49999999999999 3000 1 33 308 53.41597268487678 2,86 0,63 0,00 0,63 0,63 5,40 1,59
114.65 60000 5 37 398 70.0943255131965 4,62 0,97 2,68 0,49 2,92 12,65 2,19
102.48401826484019 10950 3 30 392 56.71868781725891 5,82 0,25 2,78 0,25 2,03 12,15 2,03
100.08888888888889 1125 2 29 522 68.359274991912 4,86 2,34 1,44 1,26 2,34 9,01 0,90
107.0 500 0 53 309 59.36250000000001 4,44 1,18 1,48 0,30 1,48 10,06 1,18
101.63416666666667 150000 33 31 3715 51.182693333785096 4,39 0,56 1,82 0,08 1,88 7,54 1,56
154.09666666666666 30000 3 30 911 49.746462939297146 4,49 0,32 1,60 0,21 2,89 6,84 2,46
151.95875 2400 11 30 975 32.593121305661384 3,04 0,91 1,11 0,20 1,01 5,37 2,13
211.7937 20000 6 45 1449 53.18818323493167 3,24 0,46 2,38 0,46 1,32 10,11 2,12
163.72394 50000 45 30 1450 52.610701723016916 3,59 1,20 2,13 0,53 1,59 8,64 0,93
125.57000000000001 20000 36 45 2383 50.40951175437527 3,88 0,42 2,00 0,50 2,96 9,56 0,83
102.179 300000 27 30 2532 50.21637640449441 4,23 1,36 2,04 0,49 2,61 8,81 1,74
148.791 8000 11 45 1259 54.476069767441885 3,27 0,62 1,63 0,31 1,71 8,09 2,26
121.22200000000001 50000 24 30 2490 49.63511337096148 2,84 0,87 1,14 0,08 3,71 8,24 1,62
106.64505 20000 0 63 261 56.961135228582435 2,95 0,00 1,11 0,00 4,80 8,86 2,21
108.69 30000 21 29 1324 45.36443235662412 3,47 0,75 1,28 0,45 2,64 8,82 1,43
128.78917333333334 75000 61 38 2770 49.190157614483496 4,54 1,32 1,97 0,43 1,79 7,19 1,50
125.09751333333332 150000 33 39 3965 48.656399481889366 4,11 0,39 1,92 0,05 2,51 6,05 0,96
121.44215 100000 4 37 915 68.15669442053373 2,94 1,05 2,31 0,21 3,68 10,52 1,79
113.83014999999999 200000 65 30 2930 49.14864203169057 4,90 1,22 2,33 0,37 1,28 10,57 2,13
287.08183818181817 550000 64 30 4364 35.67453622105373 3,52 1,96 2,14 0,41 1,58 6,99 1,67
130.89357142857142 7000 20 30 1204 53.23286157693573 2,92 0,87 1,18 0,24 2,45 6,95 1,58
120.25758333333334 12000 8 30 497 64.27065268065272 3,55 1,18 1,38 0,39 3,16 10,45 1,58
117.15266666666666 3000 0 30 572 69.36965528146744 3,59 0,65 0,98 0,16 1,31 10,28 1,63
125.88125 8000 7 30 1751 52.76909883087313 4,30 0,72 1,98 0,33 1,98 9,87 1,82
100.32308 50000 39 30 2179 63.19362322779992 4,89 1,30 3,14 0,13 2,06 8,07 1,52
165.86506 50000 43 34 1660 67.13864182692308 3,29 1,53 1,35 0,65 1,24 10,00 1,47
126.56666666666668 3000 31 60 984 52.23767423504768 4,85 2,37 1,48 0,69 1,29 6,23 1,48
6263.528 1000 18 24 1032 52.81812983596413 4,10 2,39 2,19 1,34 1,62 11,64 2,96
114.48756907832052 78715 4 16 627 41.23264991850729 4,81 0,16 1,71 0,78 1,55 9,63 1,40
288.6306666666667 1500 8 23 1394 57.030463776785865 3,41 0,36 1,67 0,15 2,18 10,31 0,87
119.12514583333333 48000 50 31 2055 42.4274052824845 2,85 0,64 1,18 0,29 1,72 8,34 0,88
118.44424000000001 25000 13 30 977 61.827352941176486 3,09 0,30 1,30 0,10 3,69 6,88 1,20
301.064 25000 35 30 2120 66.2319495033113 2,78 0,22 1,72 0,09 2,60 6,96 2,47
123.72000000000001 5000 11 30 1589 64.1172643244735 4,76 0,75 2,12 0,11 1,26 9,87 1,03
108.5 1000 0 42 402 55.85581947743472 5,52 0,48 4,32 0,24 1,44 8,63 1,44
321.6625 4000 17 30 1595 55.35019971043138 2,42 2,49 0,99 1,55 1,24 8,64 2,92
128.30954 50000 32 30 1739 46.11342984082631 3,74 1,30 2,04 0,28 1,02 8,79 1,42
381.17507142857147 28000 31 30 1258 54.723950784011606 5,20 2,29 2,21 0,55 2,84 11,51 1,02
123.91111111111111 9000 24 25 3342 37.72625322422036 4,03 1,73 1,25 0,51 1,05 8,60 2,45
132.97539999999998 50000 44 30 2314 67.16293148226073 4,39 1,73 1,73 0,72 3,16 8,10 1,31
348.63375 800 5 30 718 76.98989993125049 2,20 1,51 1,93 0,41 3,30 11,28 1,65
131.81213642213643 77700 63 28 3677 57.7256407991803 4,11 1,80 2,18 0,84 1,61 8,94 2,02
122.93077647058823 85000 53 30 2443 45.43697347067203 3,97 0,89 1,91 0,32 2,59 7,62 1,91
146.54149999999998 2000 10 30 596 52.585000000000036 2,01 2,01 1,34 0,67 0,50 7,69 4,01
423.7 1000 0 15 1084 70.09332680626602 4,50 0,97 1,77 0,44 2,29 11,12 3,27
915.2884 7500 51 30 2036 60.28222938588925 2,56 1,87 2,41 0,79 1,38 9,74 4,23
172.57233333333332 3000 35 32 680 46.883979472140794 4,28 1,33 2,21 0,59 2,65 6,34 1,62
108.932 2500 51 30 1794 52.029918379530955 3,47 2,56 2,29 0,32 0,43 8,06 2,24
130.7095 12000 27 30 1682 53.220947104806044 3,91 1,13 3,14 0,18 0,89 10,31 3,14
120.96274999999999 20000 24 30 1489 53.83871794871797 7,60 1,00 3,80 0,27 1,40 9,00 2,27
112.30777777777779 4500 4 45 359 49.887202851925935 3,25 0,27 0,81 0,00 1,90 8,13 1,63
102.0888888888889 4500 48 30 1625 62.65617800729041 5,14 3,79 2,87 1,16 2,20 7,22 0,80
177.15454000000003 50000 6 30 1244 59.44769162252123 2,38 1,75 1,03 0,56 2,06 9,21 1,98
115.83333333333334 15000 11 30 501 66.44882352941178 4,98 0,80 4,38 0,40 1,79 10,76 1,39
110.678425 40000 27 30 1741 48.67274797570852 3,67 1,07 1,64 0,34 1,35 8,92 1,52
106.15239999999999 10000 29 29 2185 56.9170120182346 3,00 0,67 2,78 0,36 2,24 9,60 2,83
512.1108666666668 30000 1 30 992 48.29800663716816 5,14 0,99 2,57 0,20 2,27 7,81 1,98
469.26635 40000 43 30 1784 47.669754483200904 4,82 1,90 2,55 0,38 1,84 8,72 1,73
106.60000000000001 2500 34 41 1772 46.537911897239326 2,86 1,46 1,79 0,67 1,79 8,81 1,63
109.80588235294118 8840 6 30 861 52.23244642173751 3,59 0,70 2,55 0,00 1,39 12,51 1,85
132.04784615384617 6500 0 30 595 42.85942307692309 3,36 0,84 1,17 0,50 2,01 7,55 2,01
105.15168539325843 35600 51 31 1496 63.701854143193714 3,37 0,88 1,62 0,34 2,76 10,57 1,89
105.80433333333335 6000 3 30 1875 49.85166189601867 4,20 0,84 2,47 0,26 1,68 8,24 1,84
180.87 10000 28 30 1236 48.96849299507764 3,37 0,80 2,97 0,24 2,65 9,46 2,00
144.26000000000002 10000 57 40 3799 48.970075762039215 3,44 1,96 2,01 0,50 5,14 5,21 1,04
146.41666666666666 12000 18 30 790 53.90886792452832 4,44 1,65 1,01 0,63 1,77 9,13 2,53
1048.6399999999999 1000 7 30 330 52.35003016591253 2,89 2,60 1,16 0,29 2,02 10,98 2,02
110.49 10000 8 30 675 52.00165995975857 3,40 1,56 0,99 0,43 1,42 9,50 2,70
232.26666666666665 3000 2 60 493 48.89903891050585 3,98 1,19 1,19 0,20 1,39 9,74 2,19
265.709625 40000 43 30 3568 57.16914560191094 3,30 0,76 1,65 0,36 1,54 9,69 2,83
137.20757142857144 70000 34 28 2971 54.3219724193209 3,54 1,23 1,82 0,60 2,35 8,81 1,49
103.076 50000 50 30 1780 51.690495311055344 2,73 2,50 1,72 0,67 1,67 9,79 1,45
131.03654 500000 7 30 926 66.96946413462443 4,70 0,63 2,93 0,10 3,66 7,42 1,25
493.62000000000006 5000 22 46 706 57.527164835164854 3,07 0,84 2,51 0,14 1,53 10,32 1,95
109.80000000000001 3500 8 30 716 47.63834715042242 4,07 2,66 1,12 0,42 2,66 9,68 1,82
138.33837499999998 80000 45 35 1577 57.98028562897562 3,86 1,14 1,52 0,32 3,86 8,60 1,71
229.93333333333334 3000 0 30 389 63.976587795765894 5,24 1,14 1,59 0,23 1,82 8,66 1,37
157.0 1000 20 30 1523 55.86777917716205 2,47 2,79 1,27 0,57 1,65 7,98 2,47
426.87497199999996 500000 22 32 3046 49.093517285519994 2,77 1,11 2,45 0,49 1,34 8,71 1,63
110.9 10000 23 34 1404 51.13787328375287 4,12 0,41 2,50 0,27 2,16 11,07 1,35
147.650592 125000 36 10 1247 50.438754683840756 5,20 0,71 2,44 0,24 3,15 11,19 1,65
184.66666666666666 3300 5 30 829 52.04776875250704 3,62 0,97 1,33 0,36 2,17 10,75 1,69
185.93 20000 7 32 1168 53.57730924241602 4,10 2,43 2,18 0,34 1,26 7,87 2,18
516.13 3000 0 30 524 60.13565878378381 4,91 1,27 1,82 0,36 0,73 5,27 1,45
1714.226 10000 32 30 2214 56.84984639272989 3,32 1,75 2,33 0,58 2,33 9,69 3,36
141.0 5000 11 30 2367 71.32803431921482 2,63 1,48 1,60 0,68 2,51 8,90 1,40
126.26528640000001 1250000 28 60 3497 56.6131081946223 2,26 2,00 1,64 1,33 1,87 7,74 1,31
204.4512327119663 8315 17 30 1174 63.43830669211502 3,40 1,66 1,08 0,58 1,82 9,44 1,33
402.875125 8000 44 30 1123 60.50713303082688 6,85 1,49 1,93 0,44 1,67 10,28 2,11
202.7332857142857 7000 0 45 848 55.96651671260739 3,49 0,81 1,05 0,23 4,31 10,36 1,28
109.525 12000 29 32 2547 47.18046273079554 2,89 2,07 1,09 0,23 3,63 5,62 1,33
102.03500000000001 40000 12 30 1486 52.518346814964616 3,15 1,21 0,74 0,47 3,02 9,26 1,21
119.2885 50000 39 38 2052 58.74805058568981 2,89 1,18 2,15 0,39 2,20 10,04 2,11
126.38575 40000 22 30 2098 52.52901010858153 2,17 1,18 1,79 0,24 1,93 6,64 1,70
170.954 100000 9 60 1608 51.29728915662653 5,59 0,31 1,72 0,25 1,35 10,38 1,17
117.91285 20000 6 30 1157 53.904883994510186 4,44 1,45 1,97 0,51 2,91 9,66 1,88
254.57 5000 0 30 405 47.80829568273094 4,20 0,74 1,98 0,49 3,21 9,14 0,99
235.68200000000004 7500 0 29 1152 43.15736881399317 1,97 1,11 1,80 0,43 0,51 7,96 2,22
129.48338461538464 6500 4 45 579 59.10359338735293 4,08 1,53 0,51 0,51 1,02 10,88 2,72
201.82999999999998 10000 0 36 362 56.62636200716847 5,41 1,08 1,62 0,27 1,35 8,11 0,54
131.44291666666666 12000 38 37 4316 64.21922747715074 4,00 1,43 2,25 0,50 1,79 9,40 2,93
143.80083333333332 6000 0 30 847 64.58305835921328 3,55 0,92 1,83 0,00 1,95 9,05 1,26
145.3629 50000 48 30 1670 43.6373663522013 3,68 1,25 1,60 0,53 2,67 8,67 1,54
413.0 1000 16 26 1197 46.06153331635457 5,02 0,58 1,40 0,25 2,06 8,06 1,40
317.28166999999996 100000 29 30 3330 43.1252729641694 4,42 1,46 2,60 0,12 1,14 8,12 1,64
102.39353846153847 13000 4 30 1125 61.61422916016912 5,86 0,17 1,98 0,00 3,36 10,09 1,47
114.402 7000 37 30 3427 57.996188908708405 4,23 1,80 2,17 0,90 1,36 9,62 3,07
171.270858 500000 64 32 2178 49.24369127516778 4,56 2,46 2,05 0,68 2,69 8,20 1,28
416.29560922063666 9110 20 30 1073 49.48897670323717 3,74 2,25 1,12 1,22 1,68 9,92 2,62
122.02052 50000 37 35 3803 50.39293689938208 3,66 1,40 2,48 0,32 1,16 5,59 2,85
114.31858333333334 12000 8 30 987 49.73595382253873 5,41 0,10 1,20 0,00 1,90 8,22 2,40
117.33333333333333 1650 0 30 855 45.6169677033493 3,39 4,68 1,75 0,94 1,87 8,07 0,58
128.416 100000 35 30 2855 50.575268088206315 4,35 2,07 2,69 0,31 0,83 8,83 1,73
133.42075 8000 7 22 525 66.46788306451614 5,14 1,10 1,47 0,18 1,65 6,42 0,37
116.77888333333333 60000 64 28 3004 51.87836113837099 2,99 2,40 2,01 0,59 0,92 8,81 2,63
366.46940909090915 44000 47 35 2279 44.02553448011059 4,01 2,22 2,44 0,26 1,79 6,97 2,00
127.972 75000 67 24 3459 44.00746648177676 3,29 1,06 2,15 0,23 1,20 7,85 1,66
231.54939999999996 5000 3 30 740 56.38764044004549 3,55 0,13 1,71 0,26 0,92 11,18 2,24
171.88619599999998 250000 22 40 1372 52.60250620347398 5,52 0,44 2,47 0,29 2,03 9,51 1,60
113.55358947368421 95000 53 31 1855 54.39673846153846 6,00 1,66 2,68 0,43 0,75 7,66 2,14
717.0977777777778 225 0 16 349 59.26342403932085 4,09 0,27 1,09 0,27 1,63 8,45 4,90
188.8206 15000 37 30 1590 57.86443646996278 4,18 1,15 2,91 1,03 2,18 9,87 2,18
312.15999999999997 15000 10 34 2113 34.64122770028345 3,85 0,80 1,55 0,23 2,35 5,35 0,85
125.3675 20000 21 30 2308 51.82120376874448 3,49 0,38 2,31 0,25 1,35 7,57 2,52
0.077 500000 15 40 959 58.96927226986432 4,44 1,73 0,65 0,98 1,52 10,51 1,30
0.7466666666666667 15000 0 9 275 56.432517985611526 3,26 0,36 2,54 0,36 0,72 12,68 2,90
0.198 50000 3 30 909 60.142107066381186 4,63 1,40 2,48 0,43 1,94 10,24 2,48
2.41 80000 29 30 1541 39.67523536904832 3,89 2,17 1,15 0,13 1,85 6,75 1,21
1.291111111111111 45000 7 30 454 47.665538138332266 4,18 1,32 1,54 0,44 0,88 8,57 1,76
0.436 25000 29 45 676 53.11832918094055 4,89 3,11 1,93 0,59 1,19 8,89 2,81
0.031275720164609055 60750 4 29 370 52.13421768707485 3,05 0,76 1,78 1,27 1,78 7,38 2,29
0.0 100000 5 60 297 42.59124880611273 2,03 0,29 1,16 0,29 1,45 4,36 3,78
7.380000000000001 5000 0 36 579 32.86747298965895 5,82 0,34 5,65 0,68 2,23 9,25 2,57
0.01 10000 39 60 846 87.39048169116977 1,60 2,45 5,02 0,32 0,64 6,83 4,38
0.75 4000 12 30 466 55.19129536645528 6,05 1,08 2,59 0,86 1,73 12,10 1,94
0.23366666666666666 300000 55 60 2079 54.12602112676058 4,58 1,54 2,20 0,33 1,87 7,76 2,62
0.0 25000 0 30 627 59.52425396825399 4,46 0,48 3,98 0,16 0,96 11,46 3,34
1.3299999999999998 10000 0 30 1334 57.01728313995497 2,91 1,64 2,09 1,12 0,89 11,71 3,73
0.97 50000 8 30 930 55.44543731321701 3,62 0,43 2,03 0,21 1,17 8,10 2,13
13.769166666666665 60000 10 30 1535 63.60014678082956 2,85 1,58 1,77 0,70 1,27 11,02 1,65
14.066666666666666 3000 31 42 521 48.50327230579998 3,87 3,87 0,92 0,18 0,74 9,04 1,85
0.7000000000000001 15000 2 30 590 52.92602402745996 4,86 1,78 1,78 0,32 1,30 9,56 1,13
18.425 4000 0 60 394 69.60592840283242 1,46 0,73 0,49 0,00 1,22 10,95 0,97
0.04 5000 3 30 980 50.29499643101224 4,46 3,37 1,98 0,10 1,29 8,03 2,48
0.0 50000 0 30 671 42.95000547885164 3,70 0,44 1,33 0,44 1,18 6,95 3,11
0.0 500000 3 30 620 57.95653847868738 3,38 0,32 2,25 0,32 0,64 9,34 2,90
0.0 30000 5 37 574 65.9554285714286 6,24 0,84 3,37 0,67 1,52 10,62 2,53
5.915 20000 0 30 318 54.66684873949583 2,50 0,31 1,56 0,31 0,94 10,62 3,12
1.0 1000 0 30 164 62.387483781279 4,85 2,42 1,21 1,21 2,42 10,30 1,21
0.0 989500 5 60 1645 47.82510802939163 2,38 0,30 1,37 0,24 4,17 6,31 0,66
0.125 20000 1 30 542 80.9750933508025 4,60 0,92 2,02 0,74 3,68 10,66 1,29
0.0 20000 0 30 335 58.873188691650256 5,34 0,30 2,08 0,30 0,30 11,87 3,26
0.0 300000 0 60 861 50.436789855072476 5,06 0,81 2,07 0,81 1,38 9,21 2,19
0.0 275000 1 30 329 56.690943912448716 4,71 0,88 2,06 0,59 1,18 9,41 2,35
0.016666666666666666 150000 0 30 226 36.536850638151094 4,93 0,90 0,00 0,45 0,90 6,73 1,79
0.0 150000 0 60 184 58.555036292574016 8,11 0,54 4,86 0,54 3,24 14,59 1,62
0.0 150000 0 31 525 35.89250000000001 3,61 1,90 1,90 1,33 1,90 7,97 1,90
0.0 5000 0 58 135 54.90283211678832 3,68 1,47 0,00 1,47 0,00 13,97 1,47
0.8 15000 0 30 338 57.04893228773943 4,39 0,88 1,75 0,58 1,46 11,70 3,51
0.013333333333333334 75000 0 60 234 48.12192307692311 4,27 1,28 3,85 1,28 0,43 15,81 0,00
0.0 375000 0 30 92 52.417318840579725 5,43 2,17 1,09 1,09 0,00 6,52 3,26
0.0 100000 0 30 351 47.0496052631579 4,42 1,18 0,29 0,59 2,06 7,08 3,83
0.0 85500 0 10 234 44.680287686996564 6,78 0,42 0,42 0,42 0,85 11,44 0,00
0.0 30000 0 60 72 -1.3700000000000045 4,17 4,17 0,00 5,56 1,39 22,22 1,39
0.0 28000 0 60 163 61.84479189686925 1,63 1,09 1,63 0,00 0,54 5,98 0,54
0.0 100000 0 30 400 48.9609090909091 4,15 0,92 2,07 0,69 1,38 10,37 3,00
0.9000900090009001 3333 0 45 222 61.86500000000001 4,42 1,77 3,54 1,33 1,77 9,29 1,77
19.05 2000 0 30 236 51.55053277545329 5,86 0,42 1,67 0,84 0,42 10,46 2,09
1.1578947368421053 9500 3 38 774 49.573985727728996 4,58 0,76 1,78 1,02 2,54 10,94 1,91
3.3333333333333335 750 0 45 726 62.897083600794744 4,31 2,78 1,67 0,56 1,39 10,14 2,36
5.648000000000001 25000 0 30 672 59.78854527938347 3,66 1,02 1,32 0,73 1,32 10,54 2,49
13.63 10000 0 42 668 59.02611535662302 6,75 1,91 1,91 0,15 0,88 9,99 1,03
12.879999999999999 10000 1 45 1150 59.797731042714474 4,35 1,96 1,45 0,51 2,39 9,98 1,37
18.762857142857143 35000 4 30 468 50.32137685950417 4,24 2,12 2,12 0,85 2,97 9,75 1,48
5.660566056605661 9999 2 30 682 55.98957360663698 4,66 1,23 1,51 0,41 1,23 12,05 0,82
1.6500000000000001 2000 6 30 596 81.28082427536232 3,11 1,64 3,11 0,98 1,64 12,44 4,09
0.02666666666666667 3750 0 30 380 56.2150863422292 1,82 2,08 0,00 0,26 2,60 7,81 3,91
9.84375 6400 0 60 171 60.12635767790263 2,87 2,87 2,87 0,00 0,57 9,77 0,57
0.00923076923076923 65000 0 30 498 54.992594059405974 2,40 0,40 1,40 0,40 0,80 10,38 5,19
0.7000000000000001 1000 0 30 953 59.309652177417746 5,76 1,54 1,13 0,72 3,29 12,02 0,72
0.2 2500 0 30 148 46.17894736842106 2,65 0,00 1,99 0,00 0,00 11,26 4,64
0.13333333333333333 7500 0 51 156 41.273821656050984 3,87 1,29 0,65 1,94 0,00 10,97 0,65
0.6666666666666667 300 0 20 257 65.8671323833127 3,79 3,41 0,76 1,14 3,41 9,09 3,03
1.7699115044247788 565 0 7 405 62.11729115977295 5,87 1,71 1,47 1,22 0,73 12,47 3,91
0.10200000000000001 50000 0 30 237 57.828838912133875 4,64 1,27 2,11 0,84 0,00 10,55 2,95
1.3333333333333335 7500 0 45 574 42.094524441076175 3,29 2,31 0,66 0,66 0,82 2,64 0,99
0.40545454545454546 55000 0 32 481 51.69080245398774 4,97 1,24 1,66 0,83 0,83 10,56 1,45
22.678571428571427 2800 0 27 244 55.90975609756097 5,28 2,44 2,44 1,63 3,66 10,98 1,22
0.0 10000 0 45 295 55.891358520900354 2,89 0,32 0,96 0,64 1,29 8,36 3,22
2.8666666666666667 15000 8 25 1905 51.24321942724458 4,93 1,42 2,62 0,94 1,78 10,01 2,10
7.199999999999999 500 3 21 604 60.900105769230805 3,80 2,64 0,66 1,16 2,98 9,26 0,83
36.730000000000004 20000 11 30 2180 50.14793296278839 3,75 0,80 1,56 0,31 2,73 6,17 1,12
0.13333333333333333 75000 0 30 162 51.01759467455622 3,55 7,10 2,96 3,55 2,96 7,10 1,18
27.769230769230766 6500 0 30 376 69.89374529270799 3,19 1,60 1,86 0,27 2,93 15,16 2,39
0.2468888888888889 4500 0 35 210 46.20141549295778 1,41 1,41 0,47 0,94 1,41 7,04 2,35
2.75 2000 3 25 743 44.184976780185764 3,15 2,63 1,18 1,05 2,89 5,12 1,18
3.0 5000 0 30 560 68.09865853658539 1,94 0,88 1,23 0,70 1,76 13,73 1,76
0.0 5000 22 30 2755 36.62292897422128 1,39 0,54 0,61 0,21 1,11 2,79 0,68
0.54 50000 3 30 388 73.1582474620258 3,81 2,03 1,52 1,52 4,57 14,72 1,52
0.0 50000 0 44 144 56.447191780821925 3,42 4,11 2,74 1,37 2,74 14,38 1,37
0.0 2560 0 35 276 65.90680885780887 6,79 1,07 0,71 0,36 0,36 14,64 1,07
0.0 1000 0 29 170 61.60933094994894 3,43 3,43 0,00 1,71 4,00 10,86 1,14
0.0 1500 0 13 260 59.553879310344854 2,68 2,68 0,77 0,38 0,38 13,79 2,30
0.0 5000 17 30 498 54.79371606850063 2,64 1,42 2,64 0,41 1,42 13,62 1,63
106.4695 4000 0 30 266 57.753878446115294 3,76 1,88 2,63 1,88 3,38 15,41 0,38
100.8 2500 0 30 89 61.40681818181821 5,68 0,00 1,14 1,14 1,14 11,36 0,00
129.0 500 0 30 62 53.50026881720433 0,00 6,45 3,23 0,00 3,23 11,29 0,00
103.175 20000 0 30 618 42.52318443726443 4,55 0,49 1,62 0,49 0,65 9,09 2,27
109.63636363636364 550 0 60 152 48.647016129032295 2,58 0,00 0,00 0,65 0,00 13,55 1,94
105.88235294117648 1700 4 30 693 61.05698266813448 7,13 0,27 1,37 0,27 2,06 9,47 1,51
110.3 2000 0 30 431 41.9266836734694 5,01 1,59 0,68 0,68 2,28 8,43 0,91
112.6 3500 4 36 648 65.05429397590365 3,98 1,53 2,14 0,76 4,13 8,56 1,07
106.5 5000 1 30 1042 45.23536862003783 4,84 0,47 1,33 0,00 0,38 7,22 1,52
106.96666666666668 3000 5 38 1257 69.84212781321187 2,14 0,84 1,60 0,23 3,36 8,10 1,68
100.1 5000 0 20 296 43.14980237154151 7,38 1,01 1,34 0,34 3,02 8,05 4,70
120.83333333333333 3000 0 30 52 56.87411764705885 1,96 1,96 0,00 1,96 1,96 15,69 0,00
103.42857142857143 700 0 20 259 50.90004056795132 5,38 0,77 1,15 1,92 0,77 10,77 0,77
186.60000000000002 500 0 36 456 52.99820526665559 4,80 1,09 0,87 0,87 0,66 8,95 1,75
128.78138888888887 3600 4 24 540 60.61277272727274 4,61 1,29 1,29 0,74 1,11 12,18 0,92
121.10000000000001 2000 0 36 261 68.95598684210528 3,47 0,35 1,39 0,00 0,00 10,07 0,69
100.15384615384615 6500 1 29 423 47.586183800623076 3,02 0,46 1,39 0,23 0,46 8,35 2,32
110.16666666666666 600 0 30 640 49.76626687116567 4,66 1,86 1,55 0,62 1,24 9,01 1,86
102.61538461538461 6500 0 30 315 59.44977678571429 3,68 0,31 2,76 0,00 3,68 7,98 3,07
129.20000000000002 500 3 30 294 67.53943688118812 4,00 2,67 2,33 1,67 0,33 9,67 0,67
111.92500000000001 4000 1 30 403 63.63924657534247 2,05 0,46 0,91 0,68 2,96 7,97 2,28
117.5 1200 0 30 530 59.0694715422826 3,75 1,31 0,94 0,75 2,44 9,38 2,44
135.45000000000002 4000 0 65 891 48.58340281606027 4,19 2,43 2,54 0,22 1,32 7,73 2,21
106.66666666666667 4500 0 30 214 49.91500000000002 1,86 0,47 0,93 0,00 0,47 7,44 2,33
105.26666666666667 9000 11 30 905 47.86416981132078 4,25 1,28 0,74 0,64 0,64 7,65 1,59
111.3 10000 23 60 854 49.47259946848902 1,93 1,25 0,23 0,34 1,47 5,32 0,79
100.4 4000 4 27 860 49.82836175121321 4,16 0,46 1,27 0,46 1,85 10,62 2,31
100.26875 4000 0 81 183 78.87765015015017 5,41 2,70 1,08 0,00 0,00 12,43 3,78
237.37692307692305 6500 0 28 131 60.122916030534384 3,82 2,29 2,29 2,29 2,29 16,03 5,34
106.66666666666667 300 0 25 519 54.18878547660992 4,20 0,57 0,76 1,34 3,82 9,35 1,34
204.0880503144654 795 0 30 651 57.820160861151436 4,42 1,33 2,06 0,29 2,80 7,96 1,92
102.71428571428571 3500 1 24 594 38.37176331420517 2,35 0,84 0,50 0,67 2,18 7,37 0,84
114.73684210526316 3800 5 19 1002 65.27681690552794 4,97 0,67 1,43 0,38 2,87 10,04 0,76
106.0 500 6 15 1046 62.59361604010027 5,20 2,74 1,42 0,47 3,03 11,35 1,04
100.0 200 0 60 197 52.021000000000015 4,52 1,51 0,50 1,51 1,01 12,56 1,51
111.05399999999999 1000 3 30 1016 54.706999743436256 2,38 1,91 1,43 0,38 2,10 6,96 1,33
101.4428 30000 3 28 349 61.693977676306474 5,51 0,83 1,38 0,28 1,93 12,12 1,38
122.1063829787234 4700 2 31 740 50.48259142496849 7,79 1,39 1,39 0,56 1,53 8,07 2,92
115.45454545454545 3300 0 31 213 62.042015503876 7,98 0,94 2,82 0,47 0,47 10,80 1,88
166.78875 800 6 33 760 53.576298850574744 3,87 0,77 1,81 0,13 2,58 8,90 1,68
71.86153846153846 39000 0 17 265 60.12704284542846 3,33 0,74 1,48 0,00 1,11 8,89 0,74
3.5000000000000004 10000 14 45 2281 72.75358831113024 3,32 1,75 2,10 0,35 5,42 9,62 1,71
0.4888888888888889 45000 1 33 773 65.93026894865527 5,12 1,25 2,12 0,87 2,00 11,11 1,75
23.331 100000 0 37 720 53.77806845758792 3,36 1,48 1,21 0,94 2,28 10,08 0,81
0.0 20000 0 60 344 59.32117370892021 5,07 1,69 0,56 0,56 0,85 11,55 2,54
19.18181818181818 5500 0 60 555 56.35508304891923 4,58 2,54 0,51 1,02 1,86 7,80 1,02
